날짜,이산화질소
2020-04-18 10,.014
2020-04-18 11,.018
2020-04-18 12,.015
2020-04-18 13,.011
2020-04-18 14,.013
2020-04-18 15,.011
2020-04-18 16,.011
2020-04-18 17,.015
2020-04-18 18,.02
2020-04-18 19,.02
2020-04-18 20,.024
2020-04-18 21,.029
2020-04-18 22,.035
2020-04-18 23,.035
2020-04-18 24,.036
2020-04-19 01,.035
2020-04-19 02,.042
2020-04-19 03,.043
2020-04-19 04,.041
2020-04-19 05,.034
2020-04-19 06,.027
2020-04-19 07,.022
2020-04-19 08,.023
2020-04-19 09,.021
2020-04-19 10,.021
2020-04-19 11,.018
2020-04-19 12,.014
2020-04-19 13,.014
2020-04-19 14,.016
2020-04-19 15,.014
2020-04-19 16,.012
2020-04-19 17,.019
2020-04-19 18,.022
2020-04-19 19,.029
2020-04-19 20,.022
2020-04-19 21,.02
2020-04-19 22,.018
2020-04-19 23,.015
2020-04-19 24,.013
2020-04-20 01,.009
2020-04-20 02,.008
2020-04-20 03,.008
2020-04-20 04,.009
2020-04-20 05,.008
2020-04-20 06,.013
2020-04-20 07,.027
2020-04-20 08,.03
2020-04-20 09,.022
2020-04-20 10,.026
2020-04-20 11,.019
2020-04-20 12,.019
2020-04-20 13,.018
2020-04-20 14,.02
2020-04-20 15,.017
2020-04-20 16,.018
2020-04-20 17,.017
2020-04-20 18,.017
2020-04-20 19,.018
2020-04-20 20,.015
2020-04-20 21,.013
2020-04-20 22,.014
2020-04-20 23,.015
2020-04-20 24,.018
2020-04-21 01,.019
2020-04-21 02,.018
2020-04-21 03,.014
2020-04-21 04,.013
2020-04-21 05,.014
2020-04-21 06,.011
2020-04-21 07,.021
2020-04-21 08,.021
2020-04-21 09,.015
2020-04-21 10,.011
2020-04-21 11,.009
2020-04-21 12,.009
2020-04-21 13,.009
2020-04-21 14,.009
2020-04-21 15,.009
2020-04-21 16,.008
2020-04-21 17,.009
2020-04-21 18,.009
2020-04-21 19,.01
2020-04-21 20,.009
2020-04-21 21,.009
2020-04-21 22,.01
2020-04-21 23,.012
2020-04-21 24,.012
2020-04-22 01,.01
2020-04-22 02,.007
2020-04-22 03,.007
2020-04-22 04,.007
2020-04-22 05,.008
2020-04-22 06,.009
2020-04-22 07,.014
2020-04-22 08,.012
2020-04-22 09,.011
2020-04-22 10,.01
2020-04-22 11,.008
2020-04-22 12,.008
2020-04-22 13,.008
2020-04-22 14,.009
2020-04-22 15,.01
2020-04-22 16,.009
2020-04-22 17,.01
2020-04-22 18,.013
2020-04-22 19,.012
2020-04-22 20,.011
2020-04-22 21,.012
2020-04-22 22,.01
2020-04-22 23,.012
2020-04-22 24,.014
2020-04-23 01,.011
2020-04-23 02,.012
2020-04-23 03,.011
2020-04-23 04,.01
2020-04-23 05,.012
2020-04-23 06,.016
2020-04-23 07,.017
2020-04-23 08,.018
2020-04-23 09,.016
2020-04-23 10,.011
2020-04-23 11,.009
2020-04-23 12,.009
2020-04-23 13,.009
2020-04-23 14,.01
2020-04-23 15,.012
2020-04-23 16,.013
2020-04-23 17,.012
2020-04-23 18,.014
2020-04-23 19,.016
2020-04-23 20,.017
2020-04-23 21,.016
2020-04-23 22,.015
2020-04-23 23,.015
2020-04-23 24,.017
2020-04-24 01,.014
2020-04-24 02,.012
2020-04-24 03,.014
2020-04-24 04,.017
2020-04-24 05,.016
2020-04-24 06,.018
2020-04-24 07,.027
2020-04-24 08,.032
2020-04-24 09,.029
2020-04-24 10,.023
2020-04-24 11,.012
2020-04-24 12,.009
2020-04-24 13,.011
2020-04-24 14,.01
2020-04-24 15,.011
2020-04-24 16,.014
2020-04-24 17,.016
2020-04-24 18,.015
2020-04-24 19,.014
2020-04-24 20,.019
2020-04-24 21,.017
2020-04-24 22,.019
2020-04-24 23,.02
2020-04-24 24,.02
2020-04-25 01,.015
2020-04-25 02,.011
2020-04-25 03,.01
2020-04-25 04,.01
2020-04-25 05,.009
2020-04-25 06,.012
2020-04-25 07,.012
2020-04-25 08,.012
2020-04-25 09,.012
2020-04-25 10,.013
2020-04-25 11,.012
2020-04-25 12,.012
2020-04-25 13,.012
2020-04-25 14,.013
2020-04-25 15,.015
2020-04-25 16,.018
2020-04-25 17,.016
2020-04-25 18,.018
2020-04-25 19,.018
2020-04-25 20,.021
2020-04-25 21,.02
2020-04-25 22,.013
2020-04-25 23,.017
2020-04-25 24,.018
2020-04-26 01,.017
2020-04-26 02,.015
2020-04-26 03,.014
2020-04-26 04,.013
2020-04-26 05,.012
2020-04-26 06,.014
2020-04-26 07,.016
2020-04-26 08,.013
2020-04-26 09,.011
2020-04-26 10,.008
2020-04-26 11,.007
2020-04-26 12,.006
2020-04-26 13,.006
2020-04-26 14,.005
2020-04-26 15,.006
2020-04-26 16,.007
2020-04-26 17,.009
2020-04-26 18,.01
2020-04-26 19,.01
2020-04-26 20,.014
2020-04-26 21,.018
2020-04-26 22,.018
2020-04-26 23,.021
2020-04-26 24,.023
2020-04-27 01,.025
2020-04-27 02,.024
2020-04-27 03,.024
2020-04-27 04,.019
2020-04-27 05,.018
2020-04-27 06,.018
2020-04-27 07,.026
2020-04-27 08,.028
2020-04-27 09,.03
2020-04-27 10,.027
2020-04-27 11,.031
2020-04-27 12,.019
2020-04-27 13,.013
2020-04-27 14,.011
2020-04-27 15,.014
2020-04-27 16,.015
2020-04-27 17,.014
2020-04-27 18,.016
2020-04-27 19,.021
2020-04-27 20,.021
2020-04-27 21,.026
2020-04-27 22,.035
2020-04-27 23,.031
2020-04-27 24,.028
2020-04-28 01,.027
2020-04-28 02,.027
2020-04-28 03,.036
2020-04-28 04,.025
2020-04-28 05,.023
2020-04-28 06,.051
2020-04-28 07,.043
2020-04-28 08,.045
2020-04-28 09,.027
2020-04-28 10,.024
2020-04-28 11,.023
2020-04-28 12,.018
2020-04-28 13,.015
2020-04-28 14,.016
2020-04-28 15,.015
2020-04-28 16,.014
2020-04-28 17,
2020-04-28 18,
2020-04-28 19,.018
2020-04-28 20,.022
2020-04-28 21,.026
2020-04-28 22,.024
2020-04-28 23,.017
2020-04-28 24,.02
2020-04-29 01,.019
2020-04-29 02,.016
2020-04-29 03,.014
2020-04-29 04,.015
2020-04-29 05,.015
2020-04-29 06,.02
2020-04-29 07,.022
2020-04-29 08,.029
2020-04-29 09,.031
2020-04-29 10,.032
2020-04-29 11,.026
2020-04-29 12,.021
2020-04-29 13,.018
2020-04-29 14,.016
2020-04-29 15,.016
2020-04-29 16,.019
2020-04-29 17,.019
2020-04-29 18,.018
2020-04-29 19,.022
2020-04-29 20,.025
2020-04-29 21,.029
2020-04-29 22,.033
2020-04-29 23,.041
2020-04-29 24,.045
2020-04-30 01,.049
2020-04-30 02,.045
2020-04-30 03,.032
2020-04-30 04,.043
2020-04-30 05,.052
2020-04-30 06,.048
2020-04-30 07,.048
2020-04-30 08,.056
2020-04-30 09,.051
2020-04-30 10,.021
2020-04-30 11,.017
2020-04-30 12,.011
2020-04-30 13,.012
2020-04-30 14,.01
2020-04-30 15,.01
2020-04-30 16,.011
2020-04-30 17,.009
2020-04-30 18,.011
2020-04-30 19,.014
2020-04-30 20,.012
2020-04-30 21,.009
2020-04-30 22,.008
2020-04-30 23,.008
2020-04-30 24,.01
