날짜,이산화질소
2018-05-12 08,.034
2018-05-12 09,.036
2018-05-12 10,.035
2018-05-12 11,.041
2018-05-12 12,.048
2018-05-12 13,.052
2018-05-12 14,.052
2018-05-12 15,.051
2018-05-12 16,.046
2018-05-12 17,.042
2018-05-12 18,.025
2018-05-12 19,.037
2018-05-12 20,.046
2018-05-12 21,.052
2018-05-12 22,.047
2018-05-12 23,.034
2018-05-12 24,.032
2018-05-13 01,.017
2018-05-13 02,.013
2018-05-13 03,.011
2018-05-13 04,.011
2018-05-13 05,.013
2018-05-13 06,.014
2018-05-13 07,.015
2018-05-13 08,.02
2018-05-13 09,.019
2018-05-13 10,.02
2018-05-13 11,.015
2018-05-13 12,.014
2018-05-13 13,.015
2018-05-13 14,.019
2018-05-13 15,.017
2018-05-13 16,.017
2018-05-13 17,.014
2018-05-13 18,.016
2018-05-13 19,.022
2018-05-13 20,.026
2018-05-13 21,.03
2018-05-13 22,.037
2018-05-13 23,.046
2018-05-13 24,.048
2018-05-14 01,.047
2018-05-14 02,.043
2018-05-14 03,.035
2018-05-14 04,.031
2018-05-14 05,.028
2018-05-14 06,.028
2018-05-14 07,.029
2018-05-14 08,.031
2018-05-14 09,.034
2018-05-14 10,.032
2018-05-14 11,.033
2018-05-14 12,.034
2018-05-14 13,.039
2018-05-14 14,.039
2018-05-14 15,.041
2018-05-14 16,.029
2018-05-14 17,.026
2018-05-14 18,.026
2018-05-14 19,.033
2018-05-14 20,.041
2018-05-14 21,.042
2018-05-14 22,.037
2018-05-14 23,.04
2018-05-14 24,.037
2018-05-15 01,.068
2018-05-15 02,.063
2018-05-15 03,.053
2018-05-15 04,.052
2018-05-15 05,.048
2018-05-15 06,.038
2018-05-15 07,.039
2018-05-15 08,.045
2018-05-15 09,.049
2018-05-15 10,.054
2018-05-15 11,.054
2018-05-15 12,.043
2018-05-15 13,.034
2018-05-15 14,.035
2018-05-15 15,.027
2018-05-15 16,.026
2018-05-15 17,.024
2018-05-15 18,.027
2018-05-15 19,.029
2018-05-15 20,.03
2018-05-15 21,.04
2018-05-15 22,.044
2018-05-15 23,.063
2018-05-15 24,.056
2018-05-16 01,.058
2018-05-16 02,.073
2018-05-16 03,.062
2018-05-16 04,.042
2018-05-16 05,.019
2018-05-16 06,.03
2018-05-16 07,.032
2018-05-16 08,.031
2018-05-16 09,.022
2018-05-16 10,.022
2018-05-16 11,.024
2018-05-16 12,.014
2018-05-16 13,.02
2018-05-16 14,.023
2018-05-16 15,.025
2018-05-16 16,.016
2018-05-16 17,.017
2018-05-16 18,.021
2018-05-16 19,.025
2018-05-16 20,.026
2018-05-16 21,.026
2018-05-16 22,.029
2018-05-16 23,.026
2018-05-16 24,.023
2018-05-17 01,.021
2018-05-17 02,.019
2018-05-17 03,.017
2018-05-17 04,.01
2018-05-17 05,.01
2018-05-17 06,.014
2018-05-17 07,.026
2018-05-17 08,.041
2018-05-17 09,.039
2018-05-17 10,.039
2018-05-17 11,.038
2018-05-17 12,.038
2018-05-17 13,.026
2018-05-17 14,.019
2018-05-17 15,.024
2018-05-17 16,.037
2018-05-17 17,.04
2018-05-17 18,.039
2018-05-17 19,.041
2018-05-17 20,.034
2018-05-17 21,.029
2018-05-17 22,.023
2018-05-17 23,.029
2018-05-17 24,.028
2018-05-18 01,.02
2018-05-18 02,.013
2018-05-18 03,.011
2018-05-18 04,.013
2018-05-18 05,.011
2018-05-18 06,.015
2018-05-18 07,.023
2018-05-18 08,.029
2018-05-18 09,.031
2018-05-18 10,.029
2018-05-18 11,.029
2018-05-18 12,.027
2018-05-18 13,.027
2018-05-18 14,.022
2018-05-18 15,.024
2018-05-18 16,.018
2018-05-18 17,.024
2018-05-18 18,.022
2018-05-18 19,.025
2018-05-18 20,.022
2018-05-18 21,.016
2018-05-18 22,.013
2018-05-18 23,.013
2018-05-18 24,.012
2018-05-19 01,.011
2018-05-19 02,.008
2018-05-19 03,.008
2018-05-19 04,.008
2018-05-19 05,.009
2018-05-19 06,.014
2018-05-19 07,.021
2018-05-19 08,.021
2018-05-19 09,.019
2018-05-19 10,.016
2018-05-19 11,.015
2018-05-19 12,.014
2018-05-19 13,.013
2018-05-19 14,.013
2018-05-19 15,.013
2018-05-19 16,.014
2018-05-19 17,.014
2018-05-19 18,.017
2018-05-19 19,.017
2018-05-19 20,.02
2018-05-19 21,.025
2018-05-19 22,.023
2018-05-19 23,.035
2018-05-19 24,.039
2018-05-20 01,.036
2018-05-20 02,.027
2018-05-20 03,.017
2018-05-20 04,.015
2018-05-20 05,.015
2018-05-20 06,.013
2018-05-20 07,.019
2018-05-20 08,.02
2018-05-20 09,.02
2018-05-20 10,.022
2018-05-20 11,.018
2018-05-20 12,.015
2018-05-20 13,.017
2018-05-20 14,.016
2018-05-20 15,.017
2018-05-20 16,.015
2018-05-20 17,.017
2018-05-20 18,.016
2018-05-20 19,.015
2018-05-20 20,.018
2018-05-20 21,.02
2018-05-20 22,.019
2018-05-20 23,.019
2018-05-20 24,.018
2018-05-21 01,.013
2018-05-21 02,.011
2018-05-21 03,.011
2018-05-21 04,.01
2018-05-21 05,.013
2018-05-21 06,.021
2018-05-21 07,.035
2018-05-21 08,.037
2018-05-21 09,.037
2018-05-21 10,.026
2018-05-21 11,.018
2018-05-21 12,.018
2018-05-21 13,.016
2018-05-21 14,.013
2018-05-21 15,.014
2018-05-21 16,.017
2018-05-21 17,.016
2018-05-21 18,.017
2018-05-21 19,.017
2018-05-21 20,.027
2018-05-21 21,.047
2018-05-21 22,.048
2018-05-21 23,.032
2018-05-21 24,.028
2018-05-22 01,.032
2018-05-22 02,.037
2018-05-22 03,.032
2018-05-22 04,.028
2018-05-22 05,.028
2018-05-22 06,.031
2018-05-22 07,.029
2018-05-22 08,.03
2018-05-22 09,.036
2018-05-22 10,.03
2018-05-22 11,.017
2018-05-22 12,.02
2018-05-22 13,.015
2018-05-22 14,.015
2018-05-22 15,.022
2018-05-22 16,.032
2018-05-22 17,.029
2018-05-22 18,.036
2018-05-22 19,.048
2018-05-22 20,.037
2018-05-22 21,.037
2018-05-22 22,.034
2018-05-22 23,.027
2018-05-22 24,.025
2018-05-23 01,.019
2018-05-23 02,.011
2018-05-23 03,.008
2018-05-23 04,.009
2018-05-23 05,.013
2018-05-23 06,.012
2018-05-23 07,.017
2018-05-23 08,.017
2018-05-23 09,.016
2018-05-23 10,.021
2018-05-23 11,.018
2018-05-23 12,.013
2018-05-23 13,.012
2018-05-23 14,.015
2018-05-23 15,.018
2018-05-23 16,.02
2018-05-23 17,.02
2018-05-23 18,.02
2018-05-23 19,.031
2018-05-23 20,.037
2018-05-23 21,.039
2018-05-23 22,.038
2018-05-23 23,.032
2018-05-23 24,.037
2018-05-24 01,.034
2018-05-24 02,.036
2018-05-24 03,.031
2018-05-24 04,.028
2018-05-24 05,.038
2018-05-24 06,.038
2018-05-24 07,.042
2018-05-24 08,.04
2018-05-24 09,.035
2018-05-24 10,.031
2018-05-24 11,.026
2018-05-24 12,.022
2018-05-24 13,.018
2018-05-24 14,.017
2018-05-24 15,.023
2018-05-24 16,.023
2018-05-24 17,.029
2018-05-24 18,.029
2018-05-24 19,.03
2018-05-24 20,.029
2018-05-24 21,.024
2018-05-24 22,.025
2018-05-24 23,.031
2018-05-24 24,.029
2018-05-25 01,.026
2018-05-25 02,.023
2018-05-25 03,.023
2018-05-25 04,.026
2018-05-25 05,.031
2018-05-25 06,.056
2018-05-25 07,.052
2018-05-25 08,.057
2018-05-25 09,.057
2018-05-25 10,.056
2018-05-25 11,.051
2018-05-25 12,.034
2018-05-25 13,.023
2018-05-25 14,.023
2018-05-25 15,.022
2018-05-25 16,.026
2018-05-25 17,.024
2018-05-25 18,.03
2018-05-25 19,.045
2018-05-25 20,.056
2018-05-25 21,.066
2018-05-25 22,.07
2018-05-25 23,.086
2018-05-25 24,.074
2018-05-26 01,.077
2018-05-26 02,.06
2018-05-26 03,.05
2018-05-26 04,.037
2018-05-26 05,.035
2018-05-26 06,.045
2018-05-26 07,.044
2018-05-26 08,.05
2018-05-26 09,.042
2018-05-26 10,.046
2018-05-26 11,.051
2018-05-26 12,.041
2018-05-26 13,.038
2018-05-26 14,.042
2018-05-26 15,.044
2018-05-26 16,.044
2018-05-26 17,.033
2018-05-26 18,.035
2018-05-26 19,.036
2018-05-26 20,.046
2018-05-26 21,.053
2018-05-26 22,.05
2018-05-26 23,.053
2018-05-26 24,.048
2018-05-27 01,.052
2018-05-27 02,.041
2018-05-27 03,.027
2018-05-27 04,.023
2018-05-27 05,.021
2018-05-27 06,.019
2018-05-27 07,.026
2018-05-27 08,.029
2018-05-27 09,.027
2018-05-27 10,.024
2018-05-27 11,.028
2018-05-27 12,.026
2018-05-27 13,.018
2018-05-27 14,.02
2018-05-27 15,.023
2018-05-27 16,.023
2018-05-27 17,.025
2018-05-27 18,.025
2018-05-27 19,.033
2018-05-27 20,.035
2018-05-27 21,.041
2018-05-27 22,.035
2018-05-27 23,.037
2018-05-27 24,.031
2018-05-28 01,.031
2018-05-28 02,.038
2018-05-28 03,.038
2018-05-28 04,.045
2018-05-28 05,.053
2018-05-28 06,.045
2018-05-28 07,.046
2018-05-28 08,.045
2018-05-28 09,.042
2018-05-28 10,.043
2018-05-28 11,.032
2018-05-28 12,.036
2018-05-28 13,.028
2018-05-28 14,.022
2018-05-28 15,.023
2018-05-28 16,.049
2018-05-28 17,.045
2018-05-28 18,.042
2018-05-28 19,.041
2018-05-28 20,.04
2018-05-28 21,.04
2018-05-28 22,.047
2018-05-28 23,.029
2018-05-28 24,.03
2018-05-29 01,.023
2018-05-29 02,.018
2018-05-29 03,.017
2018-05-29 04,.014
2018-05-29 05,.013
2018-05-29 06,.013
2018-05-29 07,.016
2018-05-29 08,.023
2018-05-29 09,.024
2018-05-29 10,.026
2018-05-29 11,.027
2018-05-29 12,
2018-05-29 13,
2018-05-29 14,.023
2018-05-29 15,.021
2018-05-29 16,.02
2018-05-29 17,.035
2018-05-29 18,.033
2018-05-29 19,.025
2018-05-29 20,.038
2018-05-29 21,.038
2018-05-29 22,.03
2018-05-29 23,.024
2018-05-29 24,.028
2018-05-30 01,.021
2018-05-30 02,.025
2018-05-30 03,.017
2018-05-30 04,.018
2018-05-30 05,.02
2018-05-30 06,.031
2018-05-30 07,.036
2018-05-30 08,.043
2018-05-30 09,.035
2018-05-30 10,.029
2018-05-30 11,.019
2018-05-30 12,.017
2018-05-30 13,.017
2018-05-30 14,.017
2018-05-30 15,.019
2018-05-30 16,.019
2018-05-30 17,.022
2018-05-30 18,.026
2018-05-30 19,.033
2018-05-30 20,.036
2018-05-30 21,.033
2018-05-30 22,.026
2018-05-30 23,.026
2018-05-30 24,.023
2018-05-31 01,.022
2018-05-31 02,.019
2018-05-31 03,.017
2018-05-31 04,.017
2018-05-31 05,.019
2018-05-31 06,.021
2018-05-31 07,.026
2018-05-31 08,.031
2018-05-31 09,.03
2018-05-31 10,.033
2018-05-31 11,.034
2018-05-31 12,.032
2018-05-31 13,.027
2018-05-31 14,.022
2018-05-31 15,.022
2018-05-31 16,.02
2018-05-31 17,.021
2018-05-31 18,.02
2018-05-31 19,.023
2018-05-31 20,.039
2018-05-31 21,.042
2018-05-31 22,.039
2018-05-31 23,.044
2018-05-31 24,.055
