날짜,이산화질소
2020-05-07 18,.021
2020-05-07 19,.037
2020-05-07 20,.032
2020-05-07 21,.031
2020-05-07 22,.04
2020-05-07 23,.055
2020-05-07 24,.022
2020-05-08 01,.019
2020-05-08 02,.016
2020-05-08 03,.014
2020-05-08 04,.014
2020-05-08 05,.013
2020-05-08 06,.015
2020-05-08 07,.022
2020-05-08 08,.024
2020-05-08 09,.02
2020-05-08 10,.018
2020-05-08 11,.02
2020-05-08 12,.018
2020-05-08 13,.014
2020-05-08 14,.019
2020-05-08 15,.021
2020-05-08 16,.024
2020-05-08 17,.023
2020-05-08 18,.046
2020-05-08 19,.051
2020-05-08 20,.054
2020-05-08 21,.055
2020-05-08 22,.056
2020-05-08 23,.042
2020-05-08 24,.034
2020-05-09 01,.024
2020-05-09 02,.02
2020-05-09 03,.013
2020-05-09 04,.012
2020-05-09 05,.011
2020-05-09 06,.013
2020-05-09 07,.016
2020-05-09 08,.016
2020-05-09 09,.018
2020-05-09 10,.024
2020-05-09 11,.022
2020-05-09 12,.024
2020-05-09 13,.021
2020-05-09 14,.02
2020-05-09 15,.024
2020-05-09 16,.025
2020-05-09 17,.024
2020-05-09 18,.023
2020-05-09 19,.017
2020-05-09 20,.011
2020-05-09 21,.013
2020-05-09 22,.014
2020-05-09 23,.012
2020-05-09 24,.011
2020-05-10 01,.01
2020-05-10 02,.009
2020-05-10 03,.009
2020-05-10 04,.008
2020-05-10 05,.007
2020-05-10 06,.007
2020-05-10 07,.008
2020-05-10 08,.011
2020-05-10 09,.013
2020-05-10 10,.013
2020-05-10 11,.015
2020-05-10 12,.016
2020-05-10 13,.013
2020-05-10 14,.011
2020-05-10 15,.013
2020-05-10 16,.011
2020-05-10 17,.011
2020-05-10 18,.011
2020-05-10 19,.014
2020-05-10 20,.017
2020-05-10 21,.015
2020-05-10 22,.017
2020-05-10 23,.02
2020-05-10 24,.016
2020-05-11 01,.011
2020-05-11 02,.012
2020-05-11 03,.011
2020-05-11 04,.011
2020-05-11 05,.012
2020-05-11 06,.011
2020-05-11 07,.014
2020-05-11 08,.024
2020-05-11 09,.027
2020-05-11 10,.027
2020-05-11 11,.027
2020-05-11 12,.021
2020-05-11 13,.017
2020-05-11 14,.019
2020-05-11 15,.018
2020-05-11 16,.017
2020-05-11 17,.016
2020-05-11 18,.018
2020-05-11 19,.026
2020-05-11 20,.028
2020-05-11 21,.024
2020-05-11 22,.027
2020-05-11 23,.015
2020-05-11 24,.015
2020-05-12 01,.013
2020-05-12 02,.018
2020-05-12 03,.019
2020-05-12 04,.017
2020-05-12 05,.018
2020-05-12 06,.017
2020-05-12 07,.019
2020-05-12 08,.019
2020-05-12 09,.022
2020-05-12 10,.02
2020-05-12 11,.018
2020-05-12 12,.016
2020-05-12 13,.014
2020-05-12 14,.015
2020-05-12 15,.015
2020-05-12 16,.019
2020-05-12 17,.018
2020-05-12 18,.017
2020-05-12 19,.017
2020-05-12 20,.015
2020-05-12 21,.012
2020-05-12 22,.014
2020-05-12 23,.018
2020-05-12 24,.02
2020-05-13 01,.019
2020-05-13 02,.017
2020-05-13 03,.02
2020-05-13 04,.02
2020-05-13 05,.022
2020-05-13 06,.022
2020-05-13 07,.022
2020-05-13 08,.026
2020-05-13 09,.024
2020-05-13 10,.023
2020-05-13 11,.02
2020-05-13 12,.016
2020-05-13 13,.012
2020-05-13 14,.013
2020-05-13 15,.014
2020-05-13 16,.013
2020-05-13 17,.011
2020-05-13 18,.013
2020-05-13 19,.013
2020-05-13 20,.016
2020-05-13 21,.017
2020-05-13 22,.026
2020-05-13 23,.029
2020-05-13 24,.034
2020-05-14 01,.043
2020-05-14 02,.051
2020-05-14 03,.045
2020-05-14 04,.034
2020-05-14 05,.03
2020-05-14 06,.032
2020-05-14 07,.039
2020-05-14 08,.041
2020-05-14 09,.045
2020-05-14 10,.046
2020-05-14 11,.029
2020-05-14 12,.032
2020-05-14 13,.033
2020-05-14 14,.035
2020-05-14 15,.028
2020-05-14 16,
2020-05-14 17,
2020-05-14 18,
2020-05-14 19,.05
2020-05-14 20,.057
2020-05-14 21,.059
2020-05-14 22,.056
2020-05-14 23,.065
2020-05-14 24,.065
2020-05-15 01,.046
2020-05-15 02,.053
2020-05-15 03,.046
2020-05-15 04,.048
2020-05-15 05,.029
2020-05-15 06,.026
2020-05-15 07,.042
2020-05-15 08,.044
2020-05-15 09,.037
2020-05-15 10,.037
2020-05-15 11,.031
2020-05-15 12,.029
2020-05-15 13,.02
2020-05-15 14,.019
2020-05-15 15,.024
2020-05-15 16,.023
2020-05-15 17,.025
2020-05-15 18,.023
2020-05-15 19,.021
2020-05-15 20,.025
2020-05-15 21,.021
2020-05-15 22,.02
2020-05-15 23,.019
2020-05-15 24,.019
2020-05-16 01,.015
2020-05-16 02,.013
2020-05-16 03,.012
2020-05-16 04,.011
2020-05-16 05,.011
2020-05-16 06,.015
2020-05-16 07,.022
2020-05-16 08,.027
2020-05-16 09,.025
2020-05-16 10,.026
2020-05-16 11,.024
2020-05-16 12,.023
2020-05-16 13,.023
2020-05-16 14,.018
2020-05-16 15,.022
2020-05-16 16,.023
2020-05-16 17,.03
2020-05-16 18,.026
2020-05-16 19,.026
2020-05-16 20,.031
2020-05-16 21,.032
2020-05-16 22,.027
2020-05-16 23,.027
2020-05-16 24,.027
2020-05-17 01,.026
2020-05-17 02,.024
2020-05-17 03,.017
2020-05-17 04,.013
2020-05-17 05,.012
2020-05-17 06,.012
2020-05-17 07,.015
2020-05-17 08,.018
2020-05-17 09,.011
2020-05-17 10,.01
2020-05-17 11,.013
2020-05-17 12,.01
2020-05-17 13,.011
2020-05-17 14,.015
2020-05-17 15,.015
2020-05-17 16,.015
2020-05-17 17,.014
2020-05-17 18,.017
2020-05-17 19,.022
2020-05-17 20,.024
2020-05-17 21,.027
2020-05-17 22,.027
2020-05-17 23,.03
2020-05-17 24,.037
2020-05-18 01,.019
2020-05-18 02,.02
2020-05-18 03,.014
2020-05-18 04,.015
2020-05-18 05,.024
2020-05-18 06,.028
2020-05-18 07,.029
2020-05-18 08,.039
2020-05-18 09,.038
2020-05-18 10,.039
2020-05-18 11,.036
2020-05-18 12,.021
2020-05-18 13,.016
2020-05-18 14,.019
2020-05-18 15,.017
2020-05-18 16,.023
2020-05-18 17,.021
2020-05-18 18,.026
2020-05-18 19,.026
2020-05-18 20,.03
2020-05-18 21,.02
2020-05-18 22,.012
2020-05-18 23,.011
2020-05-18 24,.013
2020-05-19 01,.01
2020-05-19 02,.012
2020-05-19 03,.01
2020-05-19 04,.01
2020-05-19 05,.009
2020-05-19 06,.013
2020-05-19 07,.02
2020-05-19 08,.025
2020-05-19 09,.028
2020-05-19 10,.028
2020-05-19 11,.029
2020-05-19 12,.029
2020-05-19 13,.019
2020-05-19 14,.012
2020-05-19 15,.009
2020-05-19 16,.01
2020-05-19 17,.01
2020-05-19 18,.012
2020-05-19 19,.013
2020-05-19 20,.013
2020-05-19 21,.009
2020-05-19 22,.011
2020-05-19 23,.013
2020-05-19 24,.014
2020-05-20 01,.011
2020-05-20 02,.008
2020-05-20 03,.01
2020-05-20 04,.008
2020-05-20 05,.009
2020-05-20 06,.013
2020-05-20 07,.019
2020-05-20 08,.023
2020-05-20 09,.021
2020-05-20 10,.019
2020-05-20 11,.017
2020-05-20 12,.016
2020-05-20 13,.013
2020-05-20 14,.012
2020-05-20 15,.013
2020-05-20 16,.018
2020-05-20 17,.022
2020-05-20 18,.018
2020-05-20 19,.017
2020-05-20 20,.016
2020-05-20 21,.015
2020-05-20 22,.014
2020-05-20 23,.022
2020-05-20 24,.027
2020-05-21 01,.028
2020-05-21 02,.024
2020-05-21 03,.014
2020-05-21 04,.014
2020-05-21 05,.012
2020-05-21 06,.018
2020-05-21 07,.025
2020-05-21 08,.026
2020-05-21 09,.023
2020-05-21 10,.022
2020-05-21 11,.017
2020-05-21 12,.013
2020-05-21 13,.017
2020-05-21 14,.018
2020-05-21 15,.023
2020-05-21 16,.026
2020-05-21 17,.032
2020-05-21 18,.033
2020-05-21 19,.03
2020-05-21 20,.034
2020-05-21 21,.033
2020-05-21 22,.063
2020-05-21 23,.059
2020-05-21 24,.061
2020-05-22 01,.045
2020-05-22 02,.021
2020-05-22 03,.017
2020-05-22 04,.018
2020-05-22 05,.019
2020-05-22 06,.024
2020-05-22 07,.042
2020-05-22 08,.043
2020-05-22 09,.039
2020-05-22 10,.023
2020-05-22 11,.029
2020-05-22 12,.024
2020-05-22 13,.026
2020-05-22 14,.023
2020-05-22 15,
2020-05-22 16,
2020-05-22 17,
2020-05-22 18,.035
2020-05-22 19,.04
2020-05-22 20,.052
2020-05-22 21,.036
2020-05-22 22,.029
2020-05-22 23,.03
2020-05-22 24,.03
2020-05-23 01,.047
2020-05-23 02,.021
2020-05-23 03,.017
2020-05-23 04,.017
2020-05-23 05,.018
2020-05-23 06,.03
2020-05-23 07,.032
2020-05-23 08,.029
2020-05-23 09,.02
2020-05-23 10,.018
2020-05-23 11,.015
2020-05-23 12,.014
2020-05-23 13,.013
2020-05-23 14,.012
2020-05-23 15,.012
2020-05-23 16,.01
2020-05-23 17,.015
2020-05-23 18,.016
2020-05-23 19,.016
2020-05-23 20,.02
2020-05-23 21,.021
2020-05-23 22,.024
2020-05-23 23,.025
2020-05-23 24,.017
2020-05-24 01,.017
2020-05-24 02,.01
2020-05-24 03,.009
2020-05-24 04,.007
2020-05-24 05,.006
2020-05-24 06,.006
2020-05-24 07,.007
2020-05-24 08,.006
2020-05-24 09,.008
2020-05-24 10,.007
2020-05-24 11,.008
2020-05-24 12,.009
2020-05-24 13,.009
2020-05-24 14,.009
2020-05-24 15,.008
2020-05-24 16,.009
2020-05-24 17,.008
2020-05-24 18,.01
2020-05-24 19,.012
2020-05-24 20,.016
2020-05-24 21,.017
2020-05-24 22,.017
2020-05-24 23,.015
2020-05-24 24,.013
2020-05-25 01,.012
2020-05-25 02,.009
2020-05-25 03,.009
2020-05-25 04,.009
2020-05-25 05,.009
2020-05-25 06,.011
2020-05-25 07,.014
2020-05-25 08,.019
2020-05-25 09,.02
2020-05-25 10,.022
2020-05-25 11,.024
2020-05-25 12,.032
2020-05-25 13,.035
2020-05-25 14,.032
2020-05-25 15,.032
2020-05-25 16,.032
2020-05-25 17,.034
2020-05-25 18,.028
2020-05-25 19,.025
2020-05-25 20,.026
2020-05-25 21,.025
2020-05-25 22,.03
2020-05-25 23,.033
2020-05-25 24,.035
2020-05-26 01,.038
2020-05-26 02,.034
2020-05-26 03,.03
2020-05-26 04,.029
2020-05-26 05,.027
2020-05-26 06,.03
2020-05-26 07,.035
2020-05-26 08,.038
2020-05-26 09,.04
2020-05-26 10,.042
2020-05-26 11,.038
2020-05-26 12,.029
2020-05-26 13,.023
2020-05-26 14,.024
2020-05-26 15,.031
2020-05-26 16,.038
2020-05-26 17,.039
2020-05-26 18,.038
2020-05-26 19,.025
2020-05-26 20,.023
2020-05-26 21,.019
2020-05-26 22,.017
2020-05-26 23,.019
2020-05-26 24,.022
2020-05-27 01,.017
2020-05-27 02,.015
2020-05-27 03,.011
2020-05-27 04,.011
2020-05-27 05,.011
2020-05-27 06,.014
2020-05-27 07,.018
2020-05-27 08,.022
2020-05-27 09,.022
2020-05-27 10,.019
2020-05-27 11,.024
2020-05-27 12,.022
2020-05-27 13,.022
2020-05-27 14,.016
2020-05-27 15,.017
2020-05-27 16,.017
2020-05-27 17,.018
2020-05-27 18,.021
2020-05-27 19,.023
2020-05-27 20,.027
2020-05-27 21,.025
2020-05-27 22,.027
2020-05-27 23,.03
2020-05-27 24,.031
2020-05-28 01,.029
2020-05-28 02,.027
2020-05-28 03,.02
2020-05-28 04,.017
2020-05-28 05,.019
2020-05-28 06,.025
2020-05-28 07,.028
2020-05-28 08,.034
2020-05-28 09,.03
2020-05-28 10,.039
2020-05-28 11,.033
2020-05-28 12,.027
2020-05-28 13,.024
2020-05-28 14,.021
2020-05-28 15,.025
2020-05-28 16,.02
2020-05-28 17,.023
2020-05-28 18,.02
2020-05-28 19,.025
2020-05-28 20,.023
2020-05-28 21,.022
2020-05-28 22,.022
2020-05-28 23,.023
2020-05-28 24,.027
2020-05-29 01,.043
2020-05-29 02,.039
2020-05-29 03,.032
2020-05-29 04,.03
2020-05-29 05,.036
2020-05-29 06,.029
2020-05-29 07,.03
2020-05-29 08,.033
2020-05-29 09,.036
2020-05-29 10,.032
2020-05-29 11,.022
2020-05-29 12,.028
2020-05-29 13,.026
2020-05-29 14,.026
2020-05-29 15,.022
2020-05-29 16,.021
2020-05-29 17,.021
2020-05-29 18,.024
2020-05-29 19,.03
2020-05-29 20,.028
2020-05-29 21,.03
2020-05-29 22,.032
2020-05-29 23,.035
2020-05-29 24,.034
2020-05-30 01,.04
2020-05-30 02,.054
2020-05-30 03,.05
2020-05-30 04,.044
2020-05-30 05,.031
2020-05-30 06,.031
2020-05-30 07,.028
2020-05-30 08,.034
2020-05-30 09,.04
2020-05-30 10,.039
2020-05-30 11,.034
2020-05-30 12,.022
2020-05-30 13,.017
2020-05-30 14,.014
2020-05-30 15,.011
2020-05-30 16,.01
2020-05-30 17,.012
2020-05-30 18,.021
2020-05-30 19,.024
2020-05-30 20,.021
2020-05-30 21,.026
2020-05-30 22,.026
2020-05-30 23,.026
2020-05-30 24,.022
2020-05-31 01,.018
2020-05-31 02,.017
2020-05-31 03,.02
2020-05-31 04,.014
2020-05-31 05,.02
2020-05-31 06,.023
2020-05-31 07,.023
2020-05-31 08,.02
2020-05-31 09,.023
2020-05-31 10,.023
2020-05-31 11,.02
2020-05-31 12,.013
2020-05-31 13,.011
2020-05-31 14,.011
2020-05-31 15,.014
2020-05-31 16,.012
2020-05-31 17,.011
2020-05-31 18,.014
2020-05-31 19,.014
2020-05-31 20,.017
2020-05-31 21,.012
2020-05-31 22,.01
2020-05-31 23,.009
2020-05-31 24,.009
