날짜,이산화질소
2018-03-19 07,.039
2018-03-19 08,.05
2018-03-19 09,.051
2018-03-19 10,.032
2018-03-19 11,.028
2018-03-19 12,.032
2018-03-19 13,.027
2018-03-19 14,.024
2018-03-19 15,.024
2018-03-19 16,.024
2018-03-19 17,.028
2018-03-19 18,.031
2018-03-19 19,.026
2018-03-19 20,.029
2018-03-19 21,.024
2018-03-19 22,.022
2018-03-19 23,.019
2018-03-19 24,.016
2018-03-20 01,.013
2018-03-20 02,.011
2018-03-20 03,.01
2018-03-20 04,.009
2018-03-20 05,.011
2018-03-20 06,.014
2018-03-20 07,.023
2018-03-20 08,.027
2018-03-20 09,.025
2018-03-20 10,.023
2018-03-20 11,.021
2018-03-20 12,.018
2018-03-20 13,.016
2018-03-20 14,.015
2018-03-20 15,.019
2018-03-20 16,.022
2018-03-20 17,.028
2018-03-20 18,.024
2018-03-20 19,.026
2018-03-20 20,.023
2018-03-20 21,.022
2018-03-20 22,.019
2018-03-20 23,.019
2018-03-20 24,.016
2018-03-21 01,.012
2018-03-21 02,.01
2018-03-21 03,.008
2018-03-21 04,.008
2018-03-21 05,.009
2018-03-21 06,.011
2018-03-21 07,.019
2018-03-21 08,.025
2018-03-21 09,.024
2018-03-21 10,.023
2018-03-21 11,.028
2018-03-21 12,.027
2018-03-21 13,.027
2018-03-21 14,.029
2018-03-21 15,.034
2018-03-21 16,.038
2018-03-21 17,.033
2018-03-21 18,.023
2018-03-21 19,.039
2018-03-21 20,.034
2018-03-21 21,.022
2018-03-21 22,.031
2018-03-21 23,.038
2018-03-21 24,.051
2018-03-22 01,.05
2018-03-22 02,.035
2018-03-22 03,.027
2018-03-22 04,.024
2018-03-22 05,.024
2018-03-22 06,.032
2018-03-22 07,.04
2018-03-22 08,.046
2018-03-22 09,.042
2018-03-22 10,.044
2018-03-22 11,
2018-03-22 12,
2018-03-22 13,
2018-03-22 14,
2018-03-22 15,
2018-03-22 16,
2018-03-22 17,
2018-03-22 18,
2018-03-22 19,
2018-03-22 20,
2018-03-22 21,
2018-03-22 22,
2018-03-22 23,
2018-03-22 24,
2018-03-23 01,
2018-03-23 02,
2018-03-23 03,
2018-03-23 04,
2018-03-23 05,
2018-03-23 06,
2018-03-23 07,
2018-03-23 08,
2018-03-23 09,
2018-03-23 10,
2018-03-23 11,
2018-03-23 12,
2018-03-23 13,
2018-03-23 14,
2018-03-23 15,
2018-03-23 16,.034
2018-03-23 17,.033
2018-03-23 18,.041
2018-03-23 19,.052
2018-03-23 20,.073
2018-03-23 21,.07
2018-03-23 22,.056
2018-03-23 23,.065
2018-03-23 24,.076
2018-03-24 01,.076
2018-03-24 02,.087
2018-03-24 03,.082
2018-03-24 04,.061
2018-03-24 05,.056
2018-03-24 06,.051
2018-03-24 07,.064
2018-03-24 08,.078
2018-03-24 09,.068
2018-03-24 10,.07
2018-03-24 11,.052
2018-03-24 12,.043
2018-03-24 13,.046
2018-03-24 14,.033
2018-03-24 15,.032
2018-03-24 16,.029
2018-03-24 17,.03
2018-03-24 18,.036
2018-03-24 19,.037
2018-03-24 20,.038
2018-03-24 21,.035
2018-03-24 22,.036
2018-03-24 23,.035
2018-03-24 24,.029
2018-03-25 01,.028
2018-03-25 02,.028
2018-03-25 03,.027
2018-03-25 04,.025
2018-03-25 05,.023
2018-03-25 06,.024
2018-03-25 07,.029
2018-03-25 08,.035
2018-03-25 09,.035
2018-03-25 10,.034
2018-03-25 11,.033
2018-03-25 12,.04
2018-03-25 13,.044
2018-03-25 14,.042
2018-03-25 15,.027
2018-03-25 16,.023
2018-03-25 17,.024
2018-03-25 18,.03
2018-03-25 19,.037
2018-03-25 20,.035
2018-03-25 21,.045
2018-03-25 22,.049
2018-03-25 23,.061
2018-03-25 24,.077
2018-03-26 01,.08
2018-03-26 02,.074
2018-03-26 03,.063
2018-03-26 04,.049
2018-03-26 05,.042
2018-03-26 06,.049
2018-03-26 07,.053
2018-03-26 08,.06
2018-03-26 09,.059
2018-03-26 10,.06
2018-03-26 11,.068
2018-03-26 12,.067
2018-03-26 13,.057
2018-03-26 14,.047
2018-03-26 15,.035
2018-03-26 16,.029
2018-03-26 17,.034
2018-03-26 18,.035
2018-03-26 19,.036
2018-03-26 20,.05
2018-03-26 21,.047
2018-03-26 22,.071
2018-03-26 23,.089
2018-03-26 24,.102
2018-03-27 01,.099
2018-03-27 02,.096
2018-03-27 03,.085
2018-03-27 04,.078
2018-03-27 05,.073
2018-03-27 06,.066
2018-03-27 07,.065
2018-03-27 08,.069
2018-03-27 09,.074
2018-03-27 10,.08
2018-03-27 11,.071
2018-03-27 12,.047
2018-03-27 13,.044
2018-03-27 14,.04
2018-03-27 15,.034
2018-03-27 16,.031
2018-03-27 17,.045
2018-03-27 18,.053
2018-03-27 19,.059
2018-03-27 20,.061
2018-03-27 21,.043
2018-03-27 22,.035
2018-03-27 23,.041
2018-03-27 24,.042
2018-03-28 01,.041
2018-03-28 02,.035
2018-03-28 03,.031
2018-03-28 04,.034
2018-03-28 05,.041
2018-03-28 06,.046
2018-03-28 07,.061
2018-03-28 08,.063
2018-03-28 09,.058
2018-03-28 10,.045
2018-03-28 11,.032
2018-03-28 12,.029
2018-03-28 13,.023
2018-03-28 14,.026
2018-03-28 15,.026
2018-03-28 16,.031
2018-03-28 17,.033
2018-03-28 18,.038
2018-03-28 19,.034
2018-03-28 20,.035
2018-03-28 21,.045
2018-03-28 22,.052
2018-03-28 23,.05
2018-03-28 24,.048
2018-03-29 01,.036
2018-03-29 02,.03
2018-03-29 03,.026
2018-03-29 04,.023
2018-03-29 05,.027
2018-03-29 06,.026
2018-03-29 07,.035
2018-03-29 08,.044
2018-03-29 09,.057
2018-03-29 10,.053
2018-03-29 11,.046
2018-03-29 12,.047
2018-03-29 13,.043
2018-03-29 14,.044
2018-03-29 15,.044
2018-03-29 16,.044
2018-03-29 17,.039
2018-03-29 18,.046
2018-03-29 19,.05
2018-03-29 20,.08
2018-03-29 21,.082
2018-03-29 22,.075
2018-03-29 23,.057
2018-03-29 24,.062
2018-03-30 01,.064
2018-03-30 02,.075
2018-03-30 03,.066
2018-03-30 04,.054
2018-03-30 05,.058
2018-03-30 06,.058
2018-03-30 07,.062
2018-03-30 08,.058
2018-03-30 09,.057
2018-03-30 10,.043
2018-03-30 11,.039
2018-03-30 12,.041
2018-03-30 13,.028
2018-03-30 14,.027
2018-03-30 15,.033
2018-03-30 16,.032
2018-03-30 17,.04
2018-03-30 18,.045
2018-03-30 19,.039
2018-03-30 20,.033
2018-03-30 21,.029
2018-03-30 22,.032
2018-03-30 23,.042
2018-03-30 24,.046
2018-03-31 01,.043
2018-03-31 02,.041
2018-03-31 03,.036
2018-03-31 04,.035
2018-03-31 05,.032
2018-03-31 06,.034
2018-03-31 07,.04
2018-03-31 08,.065
2018-03-31 09,.061
2018-03-31 10,.055
2018-03-31 11,.056
2018-03-31 12,.055
2018-03-31 13,.032
2018-03-31 14,.025
2018-03-31 15,.03
2018-03-31 16,.03
2018-03-31 17,.03
2018-03-31 18,.033
2018-03-31 19,.035
2018-03-31 20,.039
2018-03-31 21,.044
2018-03-31 22,.042
2018-03-31 23,.042
2018-03-31 24,.053
