날짜,이산화질소
2021-03-07 19,.027
2021-03-07 20,.029
2021-03-07 21,.034
2021-03-07 22,.023
2021-03-07 23,.025
2021-03-07 24,.03
2021-03-08 01,.031
2021-03-08 02,.025
2021-03-08 03,.03
2021-03-08 04,.041
2021-03-08 05,.039
2021-03-08 06,.038
2021-03-08 07,.042
2021-03-08 08,.043
2021-03-08 09,.043
2021-03-08 10,.04
2021-03-08 11,.039
2021-03-08 12,.029
2021-03-08 13,.022
2021-03-08 14,.024
2021-03-08 15,.023
2021-03-08 16,.041
2021-03-08 17,.038
2021-03-08 18,.029
2021-03-08 19,.033
2021-03-08 20,.029
2021-03-08 21,.041
2021-03-08 22,.047
2021-03-08 23,.05
2021-03-08 24,.053
2021-03-09 01,.042
2021-03-09 02,.027
2021-03-09 03,.047
2021-03-09 04,.05
2021-03-09 05,.052
2021-03-09 06,.05
2021-03-09 07,.046
2021-03-09 08,.054
2021-03-09 09,.055
2021-03-09 10,.058
2021-03-09 11,.057
2021-03-09 12,.042
2021-03-09 13,.027
2021-03-09 14,.025
2021-03-09 15,.026
2021-03-09 16,.029
2021-03-09 17,.023
2021-03-09 18,.029
2021-03-09 19,.038
2021-03-09 20,.035
2021-03-09 21,.037
2021-03-09 22,.044
2021-03-09 23,.044
2021-03-09 24,.04
2021-03-10 01,.038
2021-03-10 02,.041
2021-03-10 03,.047
2021-03-10 04,.049
2021-03-10 05,.05
2021-03-10 06,.048
2021-03-10 07,.047
2021-03-10 08,.052
2021-03-10 09,.048
2021-03-10 10,.053
2021-03-10 11,.042
2021-03-10 12,.048
2021-03-10 13,.047
2021-03-10 14,.041
2021-03-10 15,.041
2021-03-10 16,.036
2021-03-10 17,.045
2021-03-10 18,.053
2021-03-10 19,.09
2021-03-10 20,.076
2021-03-10 21,.075
2021-03-10 22,.072
2021-03-10 23,.075
2021-03-10 24,.086
2021-03-11 01,.084
2021-03-11 02,.083
2021-03-11 03,.077
2021-03-11 04,.072
2021-03-11 05,.072
2021-03-11 06,.072
2021-03-11 07,.074
2021-03-11 08,.074
2021-03-11 09,.065
2021-03-11 10,.073
2021-03-11 11,.078
2021-03-11 12,.07
2021-03-11 13,.054
2021-03-11 14,.041
2021-03-11 15,.034
2021-03-11 16,.05
2021-03-11 17,.055
2021-03-11 18,.05
2021-03-11 19,.044
2021-03-11 20,.049
2021-03-11 21,.052
2021-03-11 22,.041
2021-03-11 23,.04
2021-03-11 24,.055
2021-03-12 01,.06
2021-03-12 02,.059
2021-03-12 03,.055
2021-03-12 04,.06
2021-03-12 05,.051
2021-03-12 06,.059
2021-03-12 07,.058
2021-03-12 08,.06
2021-03-12 09,.065
2021-03-12 10,.07
2021-03-12 11,.061
2021-03-12 12,.054
2021-03-12 13,.045
2021-03-12 14,.025
2021-03-12 15,.025
2021-03-12 16,.021
2021-03-12 17,.024
2021-03-12 18,.023
2021-03-12 19,.022
2021-03-12 20,.021
2021-03-12 21,.023
2021-03-12 22,.023
2021-03-12 23,.026
2021-03-12 24,.023
2021-03-13 01,.021
2021-03-13 02,.025
2021-03-13 03,.023
2021-03-13 04,.024
2021-03-13 05,.02
2021-03-13 06,.031
2021-03-13 07,.041
2021-03-13 08,.047
2021-03-13 09,.043
2021-03-13 10,.037
2021-03-13 11,.029
2021-03-13 12,.022
2021-03-13 13,.021
2021-03-13 14,.024
2021-03-13 15,.021
2021-03-13 16,.02
2021-03-13 17,.018
2021-03-13 18,.019
2021-03-13 19,.022
2021-03-13 20,.025
2021-03-13 21,.028
2021-03-13 22,.03
2021-03-13 23,.039
2021-03-13 24,.039
2021-03-14 01,.04
2021-03-14 02,.038
2021-03-14 03,.037
2021-03-14 04,.036
2021-03-14 05,.033
2021-03-14 06,.03
2021-03-14 07,.032
2021-03-14 08,.031
2021-03-14 09,.035
2021-03-14 10,.032
2021-03-14 11,.025
2021-03-14 12,.018
2021-03-14 13,.019
2021-03-14 14,.023
2021-03-14 15,.024
2021-03-14 16,.021
2021-03-14 17,.019
2021-03-14 18,.02
2021-03-14 19,.025
2021-03-14 20,.028
2021-03-14 21,.029
2021-03-14 22,.034
2021-03-14 23,.035
2021-03-14 24,.035
2021-03-15 01,.034
2021-03-15 02,.034
2021-03-15 03,.028
2021-03-15 04,.032
2021-03-15 05,.047
2021-03-15 06,.043
2021-03-15 07,.045
2021-03-15 08,.045
2021-03-15 09,.046
2021-03-15 10,.052
2021-03-15 11,.056
2021-03-15 12,.038
2021-03-15 13,.026
2021-03-15 14,.024
2021-03-15 15,.026
2021-03-15 16,.025
2021-03-15 17,
2021-03-15 18,
2021-03-15 19,.024
2021-03-15 20,.019
2021-03-15 21,.02
2021-03-15 22,.018
2021-03-15 23,.014
2021-03-15 24,.014
2021-03-16 01,.013
2021-03-16 02,.01
2021-03-16 03,.01
2021-03-16 04,.011
2021-03-16 05,.01
2021-03-16 06,.012
2021-03-16 07,.016
2021-03-16 08,.018
2021-03-16 09,.017
2021-03-16 10,.013
2021-03-16 11,.014
2021-03-16 12,.014
2021-03-16 13,.014
2021-03-16 14,.016
2021-03-16 15,.015
2021-03-16 16,.014
2021-03-16 17,.016
2021-03-16 18,.02
2021-03-16 19,.023
2021-03-16 20,.016
2021-03-16 21,.016
2021-03-16 22,.019
2021-03-16 23,.02
2021-03-16 24,.02
2021-03-17 01,.01
2021-03-17 02,.009
2021-03-17 03,.011
2021-03-17 04,.012
2021-03-17 05,.014
2021-03-17 06,.018
2021-03-17 07,.032
2021-03-17 08,.04
2021-03-17 09,.037
2021-03-17 10,.032
2021-03-17 11,.025
2021-03-17 12,.022
2021-03-17 13,.029
2021-03-17 14,.024
2021-03-17 15,.021
2021-03-17 16,.022
2021-03-17 17,.026
2021-03-17 18,.047
2021-03-17 19,.05
2021-03-17 20,.055
2021-03-17 21,.043
2021-03-17 22,.038
2021-03-17 23,.04
2021-03-17 24,.048
2021-03-18 01,.056
2021-03-18 02,.052
2021-03-18 03,.054
2021-03-18 04,.052
2021-03-18 05,.05
2021-03-18 06,.049
2021-03-18 07,.047
2021-03-18 08,.05
2021-03-18 09,.051
2021-03-18 10,.054
2021-03-18 11,.056
2021-03-18 12,.048
2021-03-18 13,.034
2021-03-18 14,.037
2021-03-18 15,.034
2021-03-18 16,.037
2021-03-18 17,.05
2021-03-18 18,.06
2021-03-18 19,.05
2021-03-18 20,.05
2021-03-18 21,.053
2021-03-18 22,.062
2021-03-18 23,.069
2021-03-18 24,.067
2021-03-19 01,.05
2021-03-19 02,.044
2021-03-19 03,.07
2021-03-19 04,.062
2021-03-19 05,.042
2021-03-19 06,.031
2021-03-19 07,.031
2021-03-19 08,.029
2021-03-19 09,.024
2021-03-19 10,.023
2021-03-19 11,.022
2021-03-19 12,.022
2021-03-19 13,.018
2021-03-19 14,.019
2021-03-19 15,.022
2021-03-19 16,.022
2021-03-19 17,.022
2021-03-19 18,.023
2021-03-19 19,.03
2021-03-19 20,.047
2021-03-19 21,.048
2021-03-19 22,.04
2021-03-19 23,.017
2021-03-19 24,.016
2021-03-20 01,.015
2021-03-20 02,.014
2021-03-20 03,.011
2021-03-20 04,.01
2021-03-20 05,.011
2021-03-20 06,.014
2021-03-20 07,.02
2021-03-20 08,.021
2021-03-20 09,.02
2021-03-20 10,.018
2021-03-20 11,.02
2021-03-20 12,.027
2021-03-20 13,.035
2021-03-20 14,.035
2021-03-20 15,.041
2021-03-20 16,.04
2021-03-20 17,.042
2021-03-20 18,.046
2021-03-20 19,.043
2021-03-20 20,.028
2021-03-20 21,.021
2021-03-20 22,.02
2021-03-20 23,.024
2021-03-20 24,.02
2021-03-21 01,.013
2021-03-21 02,.012
2021-03-21 03,.01
2021-03-21 04,.011
2021-03-21 05,.01
2021-03-21 06,.013
2021-03-21 07,.014
2021-03-21 08,.016
2021-03-21 09,.016
2021-03-21 10,.015
2021-03-21 11,.013
2021-03-21 12,.013
2021-03-21 13,.013
2021-03-21 14,.012
2021-03-21 15,.011
2021-03-21 16,.01
2021-03-21 17,.009
2021-03-21 18,.009
2021-03-21 19,.009
2021-03-21 20,.011
2021-03-21 21,.01
2021-03-21 22,.011
2021-03-21 23,.011
2021-03-21 24,.011
2021-03-22 01,.011
2021-03-22 02,.01
2021-03-22 03,.01
2021-03-22 04,.01
2021-03-22 05,.01
2021-03-22 06,.014
2021-03-22 07,.022
2021-03-22 08,.034
2021-03-22 09,.036
2021-03-22 10,.025
2021-03-22 11,.019
2021-03-22 12,.015
2021-03-22 13,.014
2021-03-22 14,.013
2021-03-22 15,.014
2021-03-22 16,.013
2021-03-22 17,.015
2021-03-22 18,.016
2021-03-22 19,.019
2021-03-22 20,.023
2021-03-22 21,.022
2021-03-22 22,.025
2021-03-22 23,.025
2021-03-22 24,.026
2021-03-23 01,.026
2021-03-23 02,.022
2021-03-23 03,.025
2021-03-23 04,.024
2021-03-23 05,.024
2021-03-23 06,.031
2021-03-23 07,.03
2021-03-23 08,.04
2021-03-23 09,.041
2021-03-23 10,.038
2021-03-23 11,.029
2021-03-23 12,.029
2021-03-23 13,.03
2021-03-23 14,.019
2021-03-23 15,.021
2021-03-23 16,.02
2021-03-23 17,.017
2021-03-23 18,.018
2021-03-23 19,.018
2021-03-23 20,.022
2021-03-23 21,.025
2021-03-23 22,.029
2021-03-23 23,.029
2021-03-23 24,.026
2021-03-24 01,.025
2021-03-24 02,.02
2021-03-24 03,.017
2021-03-24 04,.021
2021-03-24 05,.025
2021-03-24 06,.028
2021-03-24 07,.046
2021-03-24 08,.06
2021-03-24 09,.056
2021-03-24 10,.044
2021-03-24 11,.034
2021-03-24 12,.023
2021-03-24 13,.023
2021-03-24 14,.025
2021-03-24 15,.024
2021-03-24 16,.019
2021-03-24 17,.021
2021-03-24 18,.024
2021-03-24 19,.026
2021-03-24 20,.021
2021-03-24 21,.02
2021-03-24 22,.022
2021-03-24 23,.021
2021-03-24 24,.025
2021-03-25 01,.019
2021-03-25 02,.019
2021-03-25 03,.02
2021-03-25 04,.046
2021-03-25 05,.049
2021-03-25 06,.048
2021-03-25 07,.047
2021-03-25 08,.051
2021-03-25 09,.047
2021-03-25 10,.036
2021-03-25 11,.035
2021-03-25 12,.037
2021-03-25 13,.033
2021-03-25 14,.029
2021-03-25 15,.028
2021-03-25 16,.026
2021-03-25 17,.029
2021-03-25 18,.031
2021-03-25 19,.036
2021-03-25 20,.036
2021-03-25 21,.034
2021-03-25 22,.036
2021-03-25 23,.039
2021-03-25 24,.041
2021-03-26 01,.036
2021-03-26 02,.033
2021-03-26 03,.033
2021-03-26 04,.035
2021-03-26 05,.035
2021-03-26 06,.04
2021-03-26 07,.048
2021-03-26 08,.047
2021-03-26 09,.054
2021-03-26 10,.057
2021-03-26 11,.063
2021-03-26 12,.066
2021-03-26 13,.067
2021-03-26 14,.064
2021-03-26 15,.061
2021-03-26 16,.055
2021-03-26 17,.055
2021-03-26 18,.063
2021-03-26 19,.068
2021-03-26 20,.09
2021-03-26 21,.094
2021-03-26 22,.094
2021-03-26 23,.105
2021-03-26 24,.097
2021-03-27 01,.079
2021-03-27 02,.078
2021-03-27 03,.071
2021-03-27 04,.069
2021-03-27 05,.061
2021-03-27 06,.06
2021-03-27 07,.056
2021-03-27 08,.056
2021-03-27 09,.058
2021-03-27 10,.059
2021-03-27 11,.061
2021-03-27 12,.064
2021-03-27 13,.043
2021-03-27 14,.03
2021-03-27 15,.033
2021-03-27 16,.028
2021-03-27 17,.027
2021-03-27 18,.026
2021-03-27 19,.023
2021-03-27 20,.026
2021-03-27 21,.036
2021-03-27 22,.038
2021-03-27 23,.032
2021-03-27 24,.029
2021-03-28 01,.024
2021-03-28 02,.017
2021-03-28 03,.011
2021-03-28 04,.01
2021-03-28 05,.009
2021-03-28 06,.011
2021-03-28 07,.012
2021-03-28 08,.014
2021-03-28 09,.016
2021-03-28 10,.018
2021-03-28 11,.016
2021-03-28 12,.019
2021-03-28 13,.017
2021-03-28 14,.014
2021-03-28 15,.015
2021-03-28 16,.015
2021-03-28 17,.014
2021-03-28 18,.016
2021-03-28 19,.019
2021-03-28 20,.019
2021-03-28 21,.018
2021-03-28 22,.016
2021-03-28 23,.015
2021-03-28 24,.015
2021-03-29 01,.011
2021-03-29 02,.011
2021-03-29 03,.013
2021-03-29 04,.014
2021-03-29 05,.016
2021-03-29 06,.018
2021-03-29 07,.028
2021-03-29 08,.033
2021-03-29 09,.033
2021-03-29 10,.029
2021-03-29 11,.023
2021-03-29 12,.019
2021-03-29 13,.018
2021-03-29 14,.016
2021-03-29 15,.018
2021-03-29 16,.021
2021-03-29 17,.02
2021-03-29 18,.019
2021-03-29 19,.023
2021-03-29 20,.026
2021-03-29 21,.027
2021-03-29 22,.026
2021-03-29 23,.033
2021-03-29 24,.041
2021-03-30 01,.029
2021-03-30 02,.022
2021-03-30 03,.023
2021-03-30 04,.025
2021-03-30 05,.03
2021-03-30 06,.042
2021-03-30 07,.042
2021-03-30 08,.044
2021-03-30 09,.049
2021-03-30 10,.051
2021-03-30 11,.043
2021-03-30 12,.028
2021-03-30 13,.025
2021-03-30 14,.02
2021-03-30 15,.017
2021-03-30 16,.014
2021-03-30 17,.015
2021-03-30 18,.017
2021-03-30 19,.023
2021-03-30 20,.038
2021-03-30 21,.043
2021-03-30 22,.048
2021-03-30 23,.053
2021-03-30 24,.06
2021-03-31 01,.062
2021-03-31 02,.061
2021-03-31 03,.057
2021-03-31 04,.052
2021-03-31 05,.048
2021-03-31 06,.044
2021-03-31 07,.046
2021-03-31 08,.046
2021-03-31 09,.044
2021-03-31 10,.046
2021-03-31 11,.044
2021-03-31 12,.03
2021-03-31 13,.027
2021-03-31 14,.013
2021-03-31 15,.013
2021-03-31 16,.019
2021-03-31 17,.032
2021-03-31 18,.035
2021-03-31 19,.038
2021-03-31 20,.037
2021-03-31 21,.04
2021-03-31 22,.049
2021-03-31 23,.048
2021-03-31 24,.053
