날짜,이산화질소
2021-05-05 05,.007
2021-05-05 06,.01
2021-05-05 07,.012
2021-05-05 08,.014
2021-05-05 09,.014
2021-05-05 10,.01
2021-05-05 11,.012
2021-05-05 12,.011
2021-05-05 13,.009
2021-05-05 14,.009
2021-05-05 15,.009
2021-05-05 16,.009
2021-05-05 17,.009
2021-05-05 18,.011
2021-05-05 19,.013
2021-05-05 20,.012
2021-05-05 21,.014
2021-05-05 22,.017
2021-05-05 23,.021
2021-05-05 24,.018
2021-05-06 01,.014
2021-05-06 02,.015
2021-05-06 03,.021
2021-05-06 04,.019
2021-05-06 05,.023
2021-05-06 06,.025
2021-05-06 07,.033
2021-05-06 08,.039
2021-05-06 09,.039
2021-05-06 10,.028
2021-05-06 11,.024
2021-05-06 12,.022
2021-05-06 13,.019
2021-05-06 14,.019
2021-05-06 15,.017
2021-05-06 16,.015
2021-05-06 17,.016
2021-05-06 18,.015
2021-05-06 19,.016
2021-05-06 20,.017
2021-05-06 21,.02
2021-05-06 22,.027
2021-05-06 23,.034
2021-05-06 24,.036
2021-05-07 01,.035
2021-05-07 02,.035
2021-05-07 03,.033
2021-05-07 04,.018
2021-05-07 05,.013
2021-05-07 06,.013
2021-05-07 07,.017
2021-05-07 08,.032
2021-05-07 09,.029
2021-05-07 10,.025
2021-05-07 11,.016
2021-05-07 12,.013
2021-05-07 13,.01
2021-05-07 14,.01
2021-05-07 15,.011
2021-05-07 16,.012
2021-05-07 17,.014
2021-05-07 18,.015
2021-05-07 19,.015
2021-05-07 20,.014
2021-05-07 21,.015
2021-05-07 22,.014
2021-05-07 23,.02
2021-05-07 24,.018
2021-05-08 01,.017
2021-05-08 02,.014
2021-05-08 03,.013
2021-05-08 04,.013
2021-05-08 05,.015
2021-05-08 06,.014
2021-05-08 07,.025
2021-05-08 08,.025
2021-05-08 09,.02
2021-05-08 10,.017
2021-05-08 11,.013
2021-05-08 12,.012
2021-05-08 13,.009
2021-05-08 14,.008
2021-05-08 15,.007
2021-05-08 16,.007
2021-05-08 17,.009
2021-05-08 18,.009
2021-05-08 19,.009
2021-05-08 20,.012
2021-05-08 21,.017
2021-05-08 22,.018
2021-05-08 23,.018
2021-05-08 24,.019
2021-05-09 01,.018
2021-05-09 02,.011
2021-05-09 03,.009
2021-05-09 04,.011
2021-05-09 05,.011
2021-05-09 06,.015
2021-05-09 07,.015
2021-05-09 08,.015
2021-05-09 09,.014
2021-05-09 10,.008
2021-05-09 11,.007
2021-05-09 12,.007
2021-05-09 13,.007
2021-05-09 14,.006
2021-05-09 15,.006
2021-05-09 16,.006
2021-05-09 17,.009
2021-05-09 18,.01
2021-05-09 19,.01
2021-05-09 20,.015
2021-05-09 21,.016
2021-05-09 22,.021
2021-05-09 23,.023
2021-05-09 24,.024
2021-05-10 01,.032
2021-05-10 02,.031
2021-05-10 03,.026
2021-05-10 04,.019
2021-05-10 05,.029
2021-05-10 06,.028
2021-05-10 07,.025
2021-05-10 08,.041
2021-05-10 09,.039
2021-05-10 10,.037
2021-05-10 11,.038
2021-05-10 12,.039
2021-05-10 13,.028
2021-05-10 14,.024
2021-05-10 15,.025
2021-05-10 16,.024
2021-05-10 17,.026
2021-05-10 18,.024
2021-05-10 19,.026
2021-05-10 20,.026
2021-05-10 21,.028
2021-05-10 22,.026
2021-05-10 23,.028
2021-05-10 24,.032
2021-05-11 01,.019
2021-05-11 02,.017
2021-05-11 03,.017
2021-05-11 04,.015
2021-05-11 05,.016
2021-05-11 06,.017
2021-05-11 07,.023
2021-05-11 08,.025
2021-05-11 09,.022
2021-05-11 10,.026
2021-05-11 11,.025
2021-05-11 12,.024
2021-05-11 13,.011
2021-05-11 14,.014
2021-05-11 15,.014
2021-05-11 16,.019
2021-05-11 17,.019
2021-05-11 18,.014
2021-05-11 19,.018
2021-05-11 20,.016
2021-05-11 21,.016
2021-05-11 22,.015
2021-05-11 23,.015
2021-05-11 24,.013
2021-05-12 01,.011
2021-05-12 02,.011
2021-05-12 03,.012
2021-05-12 04,.012
2021-05-12 05,.012
2021-05-12 06,.014
2021-05-12 07,.028
2021-05-12 08,.032
2021-05-12 09,.032
2021-05-12 10,.03
2021-05-12 11,.018
2021-05-12 12,.016
2021-05-12 13,.012
2021-05-12 14,.019
2021-05-12 15,.019
2021-05-12 16,.024
2021-05-12 17,.022
2021-05-12 18,.023
2021-05-12 19,.02
2021-05-12 20,.019
2021-05-12 21,.033
2021-05-12 22,.038
2021-05-12 23,.039
2021-05-12 24,.06
2021-05-13 01,.059
2021-05-13 02,.044
2021-05-13 03,.031
2021-05-13 04,.023
2021-05-13 05,.02
2021-05-13 06,.02
2021-05-13 07,.03
2021-05-13 08,.035
2021-05-13 09,.034
2021-05-13 10,.031
2021-05-13 11,.024
2021-05-13 12,.024
2021-05-13 13,.022
2021-05-13 14,.017
2021-05-13 15,.024
2021-05-13 16,.034
2021-05-13 17,.026
2021-05-13 18,.024
2021-05-13 19,.023
2021-05-13 20,.027
2021-05-13 21,.037
2021-05-13 22,.044
2021-05-13 23,.026
2021-05-13 24,.028
2021-05-14 01,.033
2021-05-14 02,.026
2021-05-14 03,.036
2021-05-14 04,.044
2021-05-14 05,.033
2021-05-14 06,.044
2021-05-14 07,.045
2021-05-14 08,.046
2021-05-14 09,.042
2021-05-14 10,.052
2021-05-14 11,.049
2021-05-14 12,.044
2021-05-14 13,.023
2021-05-14 14,.019
2021-05-14 15,.017
2021-05-14 16,.015
2021-05-14 17,.022
2021-05-14 18,.017
2021-05-14 19,.025
2021-05-14 20,.037
2021-05-14 21,.033
2021-05-14 22,.033
2021-05-14 23,.049
2021-05-14 24,.045
2021-05-15 01,.048
2021-05-15 02,.047
2021-05-15 03,.037
2021-05-15 04,.03
2021-05-15 05,.043
2021-05-15 06,.027
2021-05-15 07,.024
2021-05-15 08,.034
2021-05-15 09,.034
2021-05-15 10,.018
2021-05-15 11,.017
2021-05-15 12,.013
2021-05-15 13,.01
2021-05-15 14,.013
2021-05-15 15,.021
2021-05-15 16,.022
2021-05-15 17,.02
2021-05-15 18,.022
2021-05-15 19,.022
2021-05-15 20,.021
2021-05-15 21,.016
2021-05-15 22,.02
2021-05-15 23,.024
2021-05-15 24,.021
2021-05-16 01,.015
2021-05-16 02,.01
2021-05-16 03,.007
2021-05-16 04,.006
2021-05-16 05,.005
2021-05-16 06,.007
2021-05-16 07,.012
2021-05-16 08,.011
2021-05-16 09,.013
2021-05-16 10,.014
2021-05-16 11,.017
2021-05-16 12,.023
2021-05-16 13,.012
2021-05-16 14,.011
2021-05-16 15,.01
2021-05-16 16,.008
2021-05-16 17,.009
2021-05-16 18,.01
2021-05-16 19,.008
2021-05-16 20,.012
2021-05-16 21,.009
2021-05-16 22,.01
2021-05-16 23,.009
2021-05-16 24,.007
2021-05-17 01,.006
2021-05-17 02,.006
2021-05-17 03,.006
2021-05-17 04,.007
2021-05-17 05,.007
2021-05-17 06,.012
2021-05-17 07,.02
2021-05-17 08,.023
2021-05-17 09,.024
2021-05-17 10,.022
2021-05-17 11,.02
2021-05-17 12,
2021-05-17 13,
2021-05-17 14,.029
2021-05-17 15,.026
2021-05-17 16,.022
2021-05-17 17,.025
2021-05-17 18,.022
2021-05-17 19,.019
2021-05-17 20,.022
2021-05-17 21,.022
2021-05-17 22,.032
2021-05-17 23,.033
2021-05-17 24,.036
2021-05-18 01,.032
2021-05-18 02,.029
2021-05-18 03,.036
2021-05-18 04,.024
2021-05-18 05,.019
2021-05-18 06,.019
2021-05-18 07,.021
2021-05-18 08,.021
2021-05-18 09,.023
2021-05-18 10,.027
2021-05-18 11,.027
2021-05-18 12,.03
2021-05-18 13,.029
2021-05-18 14,.029
2021-05-18 15,.024
2021-05-18 16,.023
2021-05-18 17,.022
2021-05-18 18,.022
2021-05-18 19,.025
2021-05-18 20,.032
2021-05-18 21,.034
2021-05-18 22,.037
2021-05-18 23,.037
2021-05-18 24,.039
2021-05-19 01,.041
2021-05-19 02,.044
2021-05-19 03,.03
2021-05-19 04,.033
2021-05-19 05,.038
2021-05-19 06,.036
2021-05-19 07,.032
2021-05-19 08,.033
2021-05-19 09,.036
2021-05-19 10,.036
2021-05-19 11,.031
2021-05-19 12,.021
2021-05-19 13,.018
2021-05-19 14,.015
2021-05-19 15,.015
2021-05-19 16,.012
2021-05-19 17,.014
2021-05-19 18,.017
2021-05-19 19,.015
2021-05-19 20,.019
2021-05-19 21,.028
2021-05-19 22,.039
2021-05-19 23,.052
2021-05-19 24,.045
2021-05-20 01,.039
2021-05-20 02,.027
2021-05-20 03,.024
2021-05-20 04,.022
2021-05-20 05,.021
2021-05-20 06,.022
2021-05-20 07,.034
2021-05-20 08,.043
2021-05-20 09,.049
2021-05-20 10,.046
2021-05-20 11,.043
2021-05-20 12,.027
2021-05-20 13,.023
2021-05-20 14,.029
2021-05-20 15,.032
2021-05-20 16,.025
2021-05-20 17,.017
2021-05-20 18,.015
2021-05-20 19,.021
2021-05-20 20,.014
2021-05-20 21,.014
2021-05-20 22,.014
2021-05-20 23,.011
2021-05-20 24,.011
2021-05-21 01,.008
2021-05-21 02,.006
2021-05-21 03,.007
2021-05-21 04,.006
2021-05-21 05,.008
2021-05-21 06,.012
2021-05-21 07,.017
2021-05-21 08,.016
2021-05-21 09,.021
2021-05-21 10,.019
2021-05-21 11,.017
2021-05-21 12,.014
2021-05-21 13,.014
2021-05-21 14,.016
2021-05-21 15,.018
2021-05-21 16,.019
2021-05-21 17,.028
2021-05-21 18,.032
2021-05-21 19,.034
2021-05-21 20,.025
2021-05-21 21,.02
2021-05-21 22,.023
2021-05-21 23,.034
2021-05-21 24,.032
2021-05-22 01,.03
2021-05-22 02,.024
2021-05-22 03,.017
2021-05-22 04,.012
2021-05-22 05,.013
2021-05-22 06,.014
2021-05-22 07,.019
2021-05-22 08,.02
2021-05-22 09,.019
2021-05-22 10,.017
2021-05-22 11,.019
2021-05-22 12,.022
2021-05-22 13,.015
2021-05-22 14,.011
2021-05-22 15,.01
2021-05-22 16,.012
2021-05-22 17,.012
2021-05-22 18,.014
2021-05-22 19,.016
2021-05-22 20,.019
2021-05-22 21,.018
2021-05-22 22,.021
2021-05-22 23,.023
2021-05-22 24,.016
2021-05-23 01,.012
2021-05-23 02,.011
2021-05-23 03,.013
2021-05-23 04,.018
2021-05-23 05,.018
2021-05-23 06,.019
2021-05-23 07,.02
2021-05-23 08,.018
2021-05-23 09,.02
2021-05-23 10,.016
2021-05-23 11,.012
2021-05-23 12,.014
2021-05-23 13,.012
2021-05-23 14,.01
2021-05-23 15,.011
2021-05-23 16,.016
2021-05-23 17,.018
2021-05-23 18,.017
2021-05-23 19,.019
2021-05-23 20,.015
2021-05-23 21,.016
2021-05-23 22,.012
2021-05-23 23,.011
2021-05-23 24,.019
2021-05-24 01,.017
2021-05-24 02,.016
2021-05-24 03,.008
2021-05-24 04,.009
2021-05-24 05,.009
2021-05-24 06,.013
2021-05-24 07,.018
2021-05-24 08,.027
2021-05-24 09,.028
2021-05-24 10,.023
2021-05-24 11,.02
2021-05-24 12,.016
2021-05-24 13,.012
2021-05-24 14,.013
2021-05-24 15,.012
2021-05-24 16,.013
2021-05-24 17,.018
2021-05-24 18,.017
2021-05-24 19,.02
2021-05-24 20,.02
2021-05-24 21,.02
2021-05-24 22,.019
2021-05-24 23,.02
2021-05-24 24,.017
2021-05-25 01,.015
2021-05-25 02,.013
2021-05-25 03,.011
2021-05-25 04,.012
2021-05-25 05,.013
2021-05-25 06,.012
2021-05-25 07,.011
2021-05-25 08,.015
2021-05-25 09,.026
2021-05-25 10,.025
2021-05-25 11,.015
2021-05-25 12,.014
2021-05-25 13,.014
2021-05-25 14,.012
2021-05-25 15,.011
2021-05-25 16,.012
2021-05-25 17,.011
2021-05-25 18,.012
2021-05-25 19,.013
2021-05-25 20,.016
2021-05-25 21,.014
2021-05-25 22,.017
2021-05-25 23,.017
2021-05-25 24,.017
2021-05-26 01,.016
2021-05-26 02,.014
2021-05-26 03,.017
2021-05-26 04,.02
2021-05-26 05,.024
2021-05-26 06,.023
2021-05-26 07,.034
2021-05-26 08,.028
2021-05-26 09,.026
2021-05-26 10,.022
2021-05-26 11,.021
2021-05-26 12,.02
2021-05-26 13,.013
2021-05-26 14,.015
2021-05-26 15,.018
2021-05-26 16,.018
2021-05-26 17,.016
2021-05-26 18,.017
2021-05-26 19,.015
2021-05-26 20,.012
2021-05-26 21,.014
2021-05-26 22,.018
2021-05-26 23,.016
2021-05-26 24,.01
2021-05-27 01,.007
2021-05-27 02,.007
2021-05-27 03,.007
2021-05-27 04,.007
2021-05-27 05,.01
2021-05-27 06,.011
2021-05-27 07,.016
2021-05-27 08,.019
2021-05-27 09,.023
2021-05-27 10,.026
2021-05-27 11,.025
2021-05-27 12,.016
2021-05-27 13,.013
2021-05-27 14,.015
2021-05-27 15,.016
2021-05-27 16,.017
2021-05-27 17,.015
2021-05-27 18,.012
2021-05-27 19,.013
2021-05-27 20,.014
2021-05-27 21,.015
2021-05-27 22,.015
2021-05-27 23,.02
2021-05-27 24,.018
2021-05-28 01,.016
2021-05-28 02,.015
2021-05-28 03,.013
2021-05-28 04,.016
2021-05-28 05,.018
2021-05-28 06,.018
2021-05-28 07,.022
2021-05-28 08,.023
2021-05-28 09,.028
2021-05-28 10,.031
2021-05-28 11,.029
2021-05-28 12,.024
2021-05-28 13,.024
2021-05-28 14,.017
2021-05-28 15,.015
2021-05-28 16,.018
2021-05-28 17,.015
2021-05-28 18,.015
2021-05-28 19,.012
2021-05-28 20,.013
2021-05-28 21,.014
2021-05-28 22,.013
2021-05-28 23,.015
2021-05-28 24,.014
2021-05-29 01,.012
2021-05-29 02,.01
2021-05-29 03,.011
2021-05-29 04,.01
2021-05-29 05,.011
2021-05-29 06,.013
2021-05-29 07,.021
2021-05-29 08,.023
2021-05-29 09,.022
2021-05-29 10,.023
2021-05-29 11,.024
2021-05-29 12,.016
2021-05-29 13,.017
2021-05-29 14,.013
2021-05-29 15,.014
2021-05-29 16,.014
2021-05-29 17,.012
2021-05-29 18,.015
2021-05-29 19,.016
2021-05-29 20,.018
2021-05-29 21,.014
2021-05-29 22,.019
2021-05-29 23,.026
2021-05-29 24,.027
2021-05-30 01,.019
2021-05-30 02,.014
2021-05-30 03,.01
2021-05-30 04,.009
2021-05-30 05,.007
2021-05-30 06,.008
2021-05-30 07,.01
2021-05-30 08,.011
2021-05-30 09,.011
2021-05-30 10,.013
2021-05-30 11,.013
2021-05-30 12,.012
2021-05-30 13,.011
2021-05-30 14,.01
2021-05-30 15,.011
2021-05-30 16,.011
2021-05-30 17,.01
2021-05-30 18,.009
2021-05-30 19,.012
2021-05-30 20,.015
2021-05-30 21,.019
2021-05-30 22,.021
2021-05-30 23,.018
2021-05-30 24,.018
2021-05-31 01,.015
2021-05-31 02,.012
2021-05-31 03,.008
2021-05-31 04,.011
2021-05-31 05,.011
2021-05-31 06,.014
2021-05-31 07,.025
2021-05-31 08,.026
2021-05-31 09,.023
2021-05-31 10,.027
2021-05-31 11,.022
2021-05-31 12,.025
2021-05-31 13,.023
2021-05-31 14,.024
2021-05-31 15,.022
2021-05-31 16,.022
2021-05-31 17,.024
2021-05-31 18,.022
2021-05-31 19,.017
2021-05-31 20,.022
2021-05-31 21,.024
2021-05-31 22,.022
2021-05-31 23,.035
2021-05-31 24,.051
