날짜,이산화질소
2019-04-14 10,.02
2019-04-14 11,.022
2019-04-14 12,.022
2019-04-14 13,.023
2019-04-14 14,.017
2019-04-14 15,.014
2019-04-14 16,.012
2019-04-14 17,.012
2019-04-14 18,.009
2019-04-14 19,.009
2019-04-14 20,.013
2019-04-14 21,.017
2019-04-14 22,.02
2019-04-14 23,.019
2019-04-14 24,.02
2019-04-15 01,.019
2019-04-15 02,.021
2019-04-15 03,.031
2019-04-15 04,.028
2019-04-15 05,.026
2019-04-15 06,.024
2019-04-15 07,.04
2019-04-15 08,.047
2019-04-15 09,.05
2019-04-15 10,.04
2019-04-15 11,.03
2019-04-15 12,.031
2019-04-15 13,
2019-04-15 14,
2019-04-15 15,
2019-04-15 16,
2019-04-15 17,.016
2019-04-15 18,.017
2019-04-15 19,.019
2019-04-15 20,.022
2019-04-15 21,.024
2019-04-15 22,.038
2019-04-15 23,.044
2019-04-15 24,.041
2019-04-16 01,.042
2019-04-16 02,.038
2019-04-16 03,.049
2019-04-16 04,.056
2019-04-16 05,.05
2019-04-16 06,.048
2019-04-16 07,.047
2019-04-16 08,.048
2019-04-16 09,.051
2019-04-16 10,.055
2019-04-16 11,.045
2019-04-16 12,.04
2019-04-16 13,.03
2019-04-16 14,.025
2019-04-16 15,.018
2019-04-16 16,.013
2019-04-16 17,.012
2019-04-16 18,.019
2019-04-16 19,.031
2019-04-16 20,.033
2019-04-16 21,.039
2019-04-16 22,.038
2019-04-16 23,.042
2019-04-16 24,.057
2019-04-17 01,.059
2019-04-17 02,.055
2019-04-17 03,.06
2019-04-17 04,.055
2019-04-17 05,.053
2019-04-17 06,.052
2019-04-17 07,.049
2019-04-17 08,.05
2019-04-17 09,.055
2019-04-17 10,.059
2019-04-17 11,.049
2019-04-17 12,.026
2019-04-17 13,.018
2019-04-17 14,.015
2019-04-17 15,.014
2019-04-17 16,.015
2019-04-17 17,.017
2019-04-17 18,.02
2019-04-17 19,.024
2019-04-17 20,.028
2019-04-17 21,.03
2019-04-17 22,.032
2019-04-17 23,.023
2019-04-17 24,.022
2019-04-18 01,.036
2019-04-18 02,.017
2019-04-18 03,.027
2019-04-18 04,.024
2019-04-18 05,.018
2019-04-18 06,.019
2019-04-18 07,.03
2019-04-18 08,.028
2019-04-18 09,.03
2019-04-18 10,.031
2019-04-18 11,.026
2019-04-18 12,.024
2019-04-18 13,.016
2019-04-18 14,.013
2019-04-18 15,.016
2019-04-18 16,.017
2019-04-18 17,.015
2019-04-18 18,.017
2019-04-18 19,.023
2019-04-18 20,.025
2019-04-18 21,.028
2019-04-18 22,.029
2019-04-18 23,.029
2019-04-18 24,.039
2019-04-19 01,.039
2019-04-19 02,.033
2019-04-19 03,.025
2019-04-19 04,.016
2019-04-19 05,.016
2019-04-19 06,.021
2019-04-19 07,.023
2019-04-19 08,.023
2019-04-19 09,.024
2019-04-19 10,.022
2019-04-19 11,.017
2019-04-19 12,.021
2019-04-19 13,.019
2019-04-19 14,.015
2019-04-19 15,.015
2019-04-19 16,.017
2019-04-19 17,.017
2019-04-19 18,.021
2019-04-19 19,.023
2019-04-19 20,.021
2019-04-19 21,.023
2019-04-19 22,.02
2019-04-19 23,.023
2019-04-19 24,.022
2019-04-20 01,.025
2019-04-20 02,.026
2019-04-20 03,.022
2019-04-20 04,.021
2019-04-20 05,.023
2019-04-20 06,.023
2019-04-20 07,.033
2019-04-20 08,.035
2019-04-20 09,.036
2019-04-20 10,.034
2019-04-20 11,.034
2019-04-20 12,.022
2019-04-20 13,.013
2019-04-20 14,.011
2019-04-20 15,.011
2019-04-20 16,.011
2019-04-20 17,.012
2019-04-20 18,.015
2019-04-20 19,.02
2019-04-20 20,.022
2019-04-20 21,.022
2019-04-20 22,.024
2019-04-20 23,.029
2019-04-20 24,.022
2019-04-21 01,.014
2019-04-21 02,.015
2019-04-21 03,.012
2019-04-21 04,.01
2019-04-21 05,.009
2019-04-21 06,.008
2019-04-21 07,.009
2019-04-21 08,.011
2019-04-21 09,.017
2019-04-21 10,.017
2019-04-21 11,.019
2019-04-21 12,.02
2019-04-21 13,.018
2019-04-21 14,.019
2019-04-21 15,.018
2019-04-21 16,.018
2019-04-21 17,.02
2019-04-21 18,.019
2019-04-21 19,.023
2019-04-21 20,.021
2019-04-21 21,.023
2019-04-21 22,.031
2019-04-21 23,.031
2019-04-21 24,.035
2019-04-22 01,.037
2019-04-22 02,.036
2019-04-22 03,.037
2019-04-22 04,.037
2019-04-22 05,.035
2019-04-22 06,.032
2019-04-22 07,.032
2019-04-22 08,.031
2019-04-22 09,.033
2019-04-22 10,.033
2019-04-22 11,.036
2019-04-22 12,.031
2019-04-22 13,.024
2019-04-22 14,.023
2019-04-22 15,.024
2019-04-22 16,.023
2019-04-22 17,.026
2019-04-22 18,.038
2019-04-22 19,.055
2019-04-22 20,.057
2019-04-22 21,.055
2019-04-22 22,.058
2019-04-22 23,.066
2019-04-22 24,.064
2019-04-23 01,.066
2019-04-23 02,.044
2019-04-23 03,.056
2019-04-23 04,.051
2019-04-23 05,.047
2019-04-23 06,.06
2019-04-23 07,.059
2019-04-23 08,.059
2019-04-23 09,.051
2019-04-23 10,.048
2019-04-23 11,.036
2019-04-23 12,.035
2019-04-23 13,.033
2019-04-23 14,.027
2019-04-23 15,.014
2019-04-23 16,.017
2019-04-23 17,.042
2019-04-23 18,.041
2019-04-23 19,.047
2019-04-23 20,.029
2019-04-23 21,.03
2019-04-23 22,.026
2019-04-23 23,.028
2019-04-23 24,.03
2019-04-24 01,.03
2019-04-24 02,.035
2019-04-24 03,.036
2019-04-24 04,.03
2019-04-24 05,.031
2019-04-24 06,.033
2019-04-24 07,.034
2019-04-24 08,.033
2019-04-24 09,.029
2019-04-24 10,.027
2019-04-24 11,.022
2019-04-24 12,.029
2019-04-24 13,.023
2019-04-24 14,.021
2019-04-24 15,.019
2019-04-24 16,.021
2019-04-24 17,.029
2019-04-24 18,.029
2019-04-24 19,.026
2019-04-24 20,.023
2019-04-24 21,.026
2019-04-24 22,.03
2019-04-24 23,.033
2019-04-24 24,.029
2019-04-25 01,.036
2019-04-25 02,.032
2019-04-25 03,.027
2019-04-25 04,.03
2019-04-25 05,.029
2019-04-25 06,.015
2019-04-25 07,.017
2019-04-25 08,.02
2019-04-25 09,.021
2019-04-25 10,.022
2019-04-25 11,.021
2019-04-25 12,.024
2019-04-25 13,.022
2019-04-25 14,.024
2019-04-25 15,.021
2019-04-25 16,.025
2019-04-25 17,.024
2019-04-25 18,.023
2019-04-25 19,.031
2019-04-25 20,.032
2019-04-25 21,.034
2019-04-25 22,.029
2019-04-25 23,.02
2019-04-25 24,.016
2019-04-26 01,.011
2019-04-26 02,.008
2019-04-26 03,.007
2019-04-26 04,.007
2019-04-26 05,.009
2019-04-26 06,.01
2019-04-26 07,.02
2019-04-26 08,.022
2019-04-26 09,.021
2019-04-26 10,.02
2019-04-26 11,.02
2019-04-26 12,.02
2019-04-26 13,.018
2019-04-26 14,.015
2019-04-26 15,.018
2019-04-26 16,.026
2019-04-26 17,.023
2019-04-26 18,.02
2019-04-26 19,.021
2019-04-26 20,.027
2019-04-26 21,.024
2019-04-26 22,.024
2019-04-26 23,.022
2019-04-26 24,.02
2019-04-27 01,.022
2019-04-27 02,.023
2019-04-27 03,.022
2019-04-27 04,.023
2019-04-27 05,.023
2019-04-27 06,.027
2019-04-27 07,.03
2019-04-27 08,.03
2019-04-27 09,.029
2019-04-27 10,.03
2019-04-27 11,.023
2019-04-27 12,.019
2019-04-27 13,.017
2019-04-27 14,.014
2019-04-27 15,.011
2019-04-27 16,.011
2019-04-27 17,.013
2019-04-27 18,.015
2019-04-27 19,.017
2019-04-27 20,.027
2019-04-27 21,.031
2019-04-27 22,.027
2019-04-27 23,.026
2019-04-27 24,.029
2019-04-28 01,.024
2019-04-28 02,.027
2019-04-28 03,.026
2019-04-28 04,.015
2019-04-28 05,.008
2019-04-28 06,.009
2019-04-28 07,.013
2019-04-28 08,.027
2019-04-28 09,.026
2019-04-28 10,.021
2019-04-28 11,.017
2019-04-28 12,.013
2019-04-28 13,.012
2019-04-28 14,.013
2019-04-28 15,.009
2019-04-28 16,.01
2019-04-28 17,.011
2019-04-28 18,.013
2019-04-28 19,.015
2019-04-28 20,.016
2019-04-28 21,.022
2019-04-28 22,.025
2019-04-28 23,.027
2019-04-28 24,.03
2019-04-29 01,.027
2019-04-29 02,.037
2019-04-29 03,.03
2019-04-29 04,.03
2019-04-29 05,.028
2019-04-29 06,.028
2019-04-29 07,.034
2019-04-29 08,.035
2019-04-29 09,.036
2019-04-29 10,.035
2019-04-29 11,.036
2019-04-29 12,.03
2019-04-29 13,.028
2019-04-29 14,.03
2019-04-29 15,.026
2019-04-29 16,.027
2019-04-29 17,.026
2019-04-29 18,.024
2019-04-29 19,.032
2019-04-29 20,.032
2019-04-29 21,.038
2019-04-29 22,.053
2019-04-29 23,.053
2019-04-29 24,.051
2019-04-30 01,.044
2019-04-30 02,.042
2019-04-30 03,.04
2019-04-30 04,.038
2019-04-30 05,.037
2019-04-30 06,.035
2019-04-30 07,.032
2019-04-30 08,.031
2019-04-30 09,.033
2019-04-30 10,.036
2019-04-30 11,.036
2019-04-30 12,.024
2019-04-30 13,.026
2019-04-30 14,.022
2019-04-30 15,.023
2019-04-30 16,.022
2019-04-30 17,.024
2019-04-30 18,.025
2019-04-30 19,.029
2019-04-30 20,.031
2019-04-30 21,.031
2019-04-30 22,.032
2019-04-30 23,.041
2019-04-30 24,.044
