날짜,이산화질소
2019-05-30 14,.015
2019-05-30 15,.017
2019-05-30 16,.016
2019-05-30 17,.018
2019-05-30 18,.016
2019-05-30 19,.017
2019-05-30 20,.02
2019-05-30 21,.013
2019-05-30 22,.015
2019-05-30 23,.011
2019-05-30 24,.008
2019-05-31 01,.007
2019-05-31 02,.009
2019-05-31 03,.01
2019-05-31 04,.01
2019-05-31 05,.012
2019-05-31 06,.011
2019-05-31 07,.013
2019-05-31 08,.013
2019-05-31 09,.015
2019-05-31 10,.016
2019-05-31 11,.014
2019-05-31 12,.012
2019-05-31 13,.011
2019-05-31 14,.01
2019-05-31 15,.013
2019-05-31 16,.015
2019-05-31 17,.017
2019-05-31 18,.018
2019-05-31 19,.016
2019-05-31 20,.015
2019-05-31 21,.014
2019-05-31 22,.015
2019-05-31 23,.015
2019-05-31 24,.014
