날짜,이산화질소
2017-03-30 07,.062
2017-03-30 08,.069
2017-03-30 09,.066
2017-03-30 10,.061
2017-03-30 11,.058
2017-03-30 12,.046
2017-03-30 13,.033
2017-03-30 14,.025
2017-03-30 15,.027
2017-03-30 16,.033
2017-03-30 17,.032
2017-03-30 18,.037
2017-03-30 19,.048
2017-03-30 20,.055
2017-03-30 21,.059
2017-03-30 22,.052
2017-03-30 23,.055
2017-03-30 24,.064
2017-03-31 01,.069
2017-03-31 02,.065
2017-03-31 03,.04
2017-03-31 04,.033
2017-03-31 05,.045
2017-03-31 06,.025
2017-03-31 07,.043
2017-03-31 08,.056
2017-03-31 09,.05
2017-03-31 10,.046
2017-03-31 11,.033
2017-03-31 12,.037
2017-03-31 13,.041
2017-03-31 14,.062
2017-03-31 15,.044
2017-03-31 16,.035
2017-03-31 17,.029
2017-03-31 18,.036
2017-03-31 19,.03
2017-03-31 20,.032
2017-03-31 21,.037
2017-03-31 22,.035
2017-03-31 23,.027
2017-03-31 24,.022
