날짜,이산화질소
2018-04-18 15,.043
2018-04-18 16,.036
2018-04-18 17,.036
2018-04-18 18,.042
2018-04-18 19,.049
2018-04-18 20,.06
2018-04-18 21,.064
2018-04-18 22,.049
2018-04-18 23,.05
2018-04-18 24,.045
2018-04-19 01,.081
2018-04-19 02,.084
2018-04-19 03,.082
2018-04-19 04,.084
2018-04-19 05,.078
2018-04-19 06,.075
2018-04-19 07,.071
2018-04-19 08,.068
2018-04-19 09,.053
2018-04-19 10,.051
2018-04-19 11,.048
2018-04-19 12,
2018-04-19 13,
2018-04-19 14,
2018-04-19 15,.03
2018-04-19 16,.029
2018-04-19 17,.031
2018-04-19 18,.033
2018-04-19 19,.034
2018-04-19 20,.034
2018-04-19 21,.044
2018-04-19 22,.05
2018-04-19 23,.032
2018-04-19 24,.039
2018-04-20 01,.043
2018-04-20 02,.059
2018-04-20 03,.074
2018-04-20 04,.073
2018-04-20 05,.068
2018-04-20 06,.063
2018-04-20 07,.058
2018-04-20 08,.058
2018-04-20 09,.06
2018-04-20 10,.071
2018-04-20 11,.073
2018-04-20 12,.063
2018-04-20 13,.065
2018-04-20 14,.067
2018-04-20 15,.062
2018-04-20 16,.068
2018-04-20 17,.061
2018-04-20 18,.065
2018-04-20 19,.069
2018-04-20 20,.083
2018-04-20 21,.074
2018-04-20 22,.063
2018-04-20 23,.109
2018-04-20 24,.103
2018-04-21 01,.104
2018-04-21 02,.099
2018-04-21 03,.096
2018-04-21 04,.099
2018-04-21 05,.09
2018-04-21 06,.079
2018-04-21 07,.069
2018-04-21 08,.07
2018-04-21 09,.075
2018-04-21 10,.07
2018-04-21 11,.054
2018-04-21 12,.028
2018-04-21 13,.024
2018-04-21 14,.019
2018-04-21 15,.021
2018-04-21 16,.025
2018-04-21 17,.024
2018-04-21 18,.029
2018-04-21 19,.032
2018-04-21 20,.042
2018-04-21 21,.049
2018-04-21 22,.043
2018-04-21 23,.056
2018-04-21 24,.06
2018-04-22 01,.062
2018-04-22 02,.059
2018-04-22 03,.052
2018-04-22 04,.045
2018-04-22 05,.038
2018-04-22 06,.038
2018-04-22 07,.035
2018-04-22 08,.04
2018-04-22 09,.037
2018-04-22 10,.039
2018-04-22 11,.038
2018-04-22 12,.022
2018-04-22 13,.019
2018-04-22 14,.02
2018-04-22 15,.021
2018-04-22 16,.022
2018-04-22 17,.021
2018-04-22 18,.031
2018-04-22 19,.018
2018-04-22 20,.014
2018-04-22 21,.014
2018-04-22 22,.012
2018-04-22 23,.012
2018-04-22 24,.01
2018-04-23 01,.009
2018-04-23 02,.008
2018-04-23 03,.007
2018-04-23 04,.007
2018-04-23 05,.008
2018-04-23 06,.013
2018-04-23 07,.026
2018-04-23 08,.029
2018-04-23 09,.03
2018-04-23 10,.03
2018-04-23 11,.029
2018-04-23 12,.024
2018-04-23 13,.025
2018-04-23 14,.023
2018-04-23 15,.026
2018-04-23 16,.031
2018-04-23 17,.026
2018-04-23 18,.027
2018-04-23 19,.028
2018-04-23 20,.031
2018-04-23 21,.027
2018-04-23 22,.026
2018-04-23 23,.022
2018-04-23 24,.019
2018-04-24 01,.011
2018-04-24 02,.008
2018-04-24 03,.006
2018-04-24 04,.007
2018-04-24 05,.008
2018-04-24 06,.011
2018-04-24 07,.023
2018-04-24 08,.028
2018-04-24 09,.026
2018-04-24 10,.022
2018-04-24 11,.018
2018-04-24 12,.016
2018-04-24 13,.017
2018-04-24 14,.018
2018-04-24 15,.019
2018-04-24 16,.019
2018-04-24 17,.017
2018-04-24 18,.017
2018-04-24 19,.021
2018-04-24 20,.029
2018-04-24 21,.028
2018-04-24 22,.035
2018-04-24 23,.041
2018-04-24 24,.056
2018-04-25 01,.058
2018-04-25 02,.051
2018-04-25 03,.047
2018-04-25 04,.034
2018-04-25 05,.037
2018-04-25 06,.042
2018-04-25 07,.042
2018-04-25 08,.048
2018-04-25 09,.048
2018-04-25 10,.047
2018-04-25 11,.042
2018-04-25 12,.034
2018-04-25 13,.029
2018-04-25 14,.027
2018-04-25 15,.032
2018-04-25 16,.033
2018-04-25 17,.027
2018-04-25 18,.03
2018-04-25 19,.038
2018-04-25 20,.05
2018-04-25 21,.055
2018-04-25 22,.059
2018-04-25 23,.066
2018-04-25 24,.069
2018-04-26 01,.065
2018-04-26 02,.063
2018-04-26 03,.058
2018-04-26 04,.048
2018-04-26 05,.044
2018-04-26 06,.049
2018-04-26 07,.048
2018-04-26 08,.048
2018-04-26 09,.051
2018-04-26 10,.051
2018-04-26 11,.051
2018-04-26 12,.037
2018-04-26 13,.032
2018-04-26 14,.021
2018-04-26 15,.021
2018-04-26 16,.022
2018-04-26 17,.022
2018-04-26 18,.026
2018-04-26 19,.041
2018-04-26 20,.039
2018-04-26 21,.046
2018-04-26 22,.045
2018-04-26 23,.036
2018-04-26 24,.031
2018-04-27 01,.022
2018-04-27 02,.021
2018-04-27 03,.019
2018-04-27 04,.029
2018-04-27 05,.028
2018-04-27 06,.023
2018-04-27 07,.026
2018-04-27 08,.034
2018-04-27 09,.041
2018-04-27 10,.044
2018-04-27 11,.046
2018-04-27 12,.036
2018-04-27 13,.031
2018-04-27 14,.033
2018-04-27 15,.03
2018-04-27 16,.035
2018-04-27 17,.048
2018-04-27 18,.05
2018-04-27 19,.047
2018-04-27 20,.055
2018-04-27 21,.06
2018-04-27 22,.061
2018-04-27 23,.065
2018-04-27 24,.06
2018-04-28 01,.067
2018-04-28 02,.063
2018-04-28 03,.038
2018-04-28 04,.036
2018-04-28 05,.033
2018-04-28 06,.03
2018-04-28 07,.034
2018-04-28 08,.04
2018-04-28 09,.043
2018-04-28 10,.036
2018-04-28 11,.032
2018-04-28 12,.025
2018-04-28 13,.02
2018-04-28 14,.018
2018-04-28 15,.019
2018-04-28 16,.021
2018-04-28 17,.019
2018-04-28 18,.021
2018-04-28 19,.032
2018-04-28 20,.037
2018-04-28 21,.04
2018-04-28 22,.055
2018-04-28 23,.052
2018-04-28 24,.066
2018-04-29 01,.071
2018-04-29 02,.07
2018-04-29 03,.064
2018-04-29 04,.052
2018-04-29 05,.047
2018-04-29 06,.043
2018-04-29 07,.04
2018-04-29 08,.041
2018-04-29 09,.047
2018-04-29 10,.045
2018-04-29 11,.037
2018-04-29 12,.03
2018-04-29 13,.021
2018-04-29 14,.015
2018-04-29 15,.016
2018-04-29 16,.016
2018-04-29 17,.016
2018-04-29 18,.017
2018-04-29 19,.022
2018-04-29 20,.024
2018-04-29 21,.026
2018-04-29 22,.028
2018-04-29 23,.027
2018-04-29 24,.034
2018-04-30 01,.024
2018-04-30 02,.019
2018-04-30 03,.017
2018-04-30 04,.017
2018-04-30 05,.015
2018-04-30 06,.025
2018-04-30 07,.016
2018-04-30 08,.032
2018-04-30 09,.053
2018-04-30 10,.054
2018-04-30 11,.044
2018-04-30 12,.038
2018-04-30 13,.034
2018-04-30 14,.035
2018-04-30 15,.038
2018-04-30 16,.043
2018-04-30 17,.032
2018-04-30 18,.032
2018-04-30 19,.035
2018-04-30 20,.038
2018-04-30 21,.034
2018-04-30 22,.042
2018-04-30 23,.043
2018-04-30 24,.019
