날짜,이산화질소
2022-05-17 01,.012
2022-05-17 02,.014
2022-05-17 03,.012
2022-05-17 04,.014
2022-05-17 05,.022
2022-05-17 06,.022
2022-05-17 07,.03
2022-05-17 08,.027
2022-05-17 09,.026
2022-05-17 10,.023
2022-05-17 11,.024
2022-05-17 12,.022
2022-05-17 13,.018
2022-05-17 14,.017
2022-05-17 15,.016
2022-05-17 16,.019
2022-05-17 17,.019
2022-05-17 18,.024
2022-05-17 19,.026
2022-05-17 20,.03
2022-05-17 21,.026
2022-05-17 22,.022
2022-05-17 23,.019
2022-05-17 24,.02
2022-05-18 01,.015
2022-05-18 02,.014
2022-05-18 03,.015
2022-05-18 04,.019
2022-05-18 05,.026
2022-05-18 06,.024
2022-05-18 07,.035
2022-05-18 08,.03
2022-05-18 09,.027
2022-05-18 10,.05
2022-05-18 11,
2022-05-18 12,
2022-05-18 13,
2022-05-18 14,.017
2022-05-18 15,.014
2022-05-18 16,.015
2022-05-18 17,.013
2022-05-18 18,.012
2022-05-18 19,.015
2022-05-18 20,.015
2022-05-18 21,.013
2022-05-18 22,.012
2022-05-18 23,.014
2022-05-18 24,.013
2022-05-19 01,.011
2022-05-19 02,.011
2022-05-19 03,.01
2022-05-19 04,.01
2022-05-19 05,.012
2022-05-19 06,.012
2022-05-19 07,.017
2022-05-19 08,.024
2022-05-19 09,.021
2022-05-19 10,.019
2022-05-19 11,.018
2022-05-19 12,.017
2022-05-19 13,.014
2022-05-19 14,.014
2022-05-19 15,.014
2022-05-19 16,.015
2022-05-19 17,.015
2022-05-19 18,.015
2022-05-19 19,.012
2022-05-19 20,.017
2022-05-19 21,.012
2022-05-19 22,.011
2022-05-19 23,.014
2022-05-19 24,.011
2022-05-20 01,.013
2022-05-20 02,.013
2022-05-20 03,.012
2022-05-20 04,.014
2022-05-20 05,.02
2022-05-20 06,.031
2022-05-20 07,.028
2022-05-20 08,.022
2022-05-20 09,.024
2022-05-20 10,.026
2022-05-20 11,.023
2022-05-20 12,.017
2022-05-20 13,.015
2022-05-20 14,.016
2022-05-20 15,.017
2022-05-20 16,.012
2022-05-20 17,.012
2022-05-20 18,.015
2022-05-20 19,.015
2022-05-20 20,.022
2022-05-20 21,.022
2022-05-20 22,.019
2022-05-20 23,.017
2022-05-20 24,.016
2022-05-21 01,.011
2022-05-21 02,.009
2022-05-21 03,.007
2022-05-21 04,.01
2022-05-21 05,.01
2022-05-21 06,.011
2022-05-21 07,.014
2022-05-21 08,.013
2022-05-21 09,.012
2022-05-21 10,.011
2022-05-21 11,.013
2022-05-21 12,.012
2022-05-21 13,.012
2022-05-21 14,.012
2022-05-21 15,.012
2022-05-21 16,.012
2022-05-21 17,.011
2022-05-21 18,.012
2022-05-21 19,.013
2022-05-21 20,.017
2022-05-21 21,.017
2022-05-21 22,.015
2022-05-21 23,.014
2022-05-21 24,.012
2022-05-22 01,.01
2022-05-22 02,.008
2022-05-22 03,.008
2022-05-22 04,.008
2022-05-22 05,.007
2022-05-22 06,.007
2022-05-22 07,.007
2022-05-22 08,.009
2022-05-22 09,.009
2022-05-22 10,.009
2022-05-22 11,.009
2022-05-22 12,.01
2022-05-22 13,.009
2022-05-22 14,.009
2022-05-22 15,.009
2022-05-22 16,.01
2022-05-22 17,.01
2022-05-22 18,.011
2022-05-22 19,.013
2022-05-22 20,.015
2022-05-22 21,.016
2022-05-22 22,.016
2022-05-22 23,.016
2022-05-22 24,.016
2022-05-23 01,.014
2022-05-23 02,.009
2022-05-23 03,.008
2022-05-23 04,.01
2022-05-23 05,.01
2022-05-23 06,.012
2022-05-23 07,.014
2022-05-23 08,.018
2022-05-23 09,.019
2022-05-23 10,.023
2022-05-23 11,.024
2022-05-23 12,.025
2022-05-23 13,.025
2022-05-23 14,.021
2022-05-23 15,.02
2022-05-23 16,.022
2022-05-23 17,.026
2022-05-23 18,.023
2022-05-23 19,.02
2022-05-23 20,.02
2022-05-23 21,.019
2022-05-23 22,.02
2022-05-23 23,.017
2022-05-23 24,.017
2022-05-24 01,.016
2022-05-24 02,.017
2022-05-24 03,.013
2022-05-24 04,.013
2022-05-24 05,.017
2022-05-24 06,.016
2022-05-24 07,.018
2022-05-24 08,.032
2022-05-24 09,.03
2022-05-24 10,.024
2022-05-24 11,.023
2022-05-24 12,.022
2022-05-24 13,.021
2022-05-24 14,.023
2022-05-24 15,.019
2022-05-24 16,.018
2022-05-24 17,.02
2022-05-24 18,.021
2022-05-24 19,.017
2022-05-24 20,.018
2022-05-24 21,.017
2022-05-24 22,.019
2022-05-24 23,.023
2022-05-24 24,.022
2022-05-25 01,.023
2022-05-25 02,.022
2022-05-25 03,.021
2022-05-25 04,.021
2022-05-25 05,.026
2022-05-25 06,.029
2022-05-25 07,.039
2022-05-25 08,.04
2022-05-25 09,.04
2022-05-25 10,.024
2022-05-25 11,.023
2022-05-25 12,.02
2022-05-25 13,
2022-05-25 14,
2022-05-25 15,.013
2022-05-25 16,.014
2022-05-25 17,.013
2022-05-25 18,.015
2022-05-25 19,.015
2022-05-25 20,.015
2022-05-25 21,.012
2022-05-25 22,.009
2022-05-25 23,.01
2022-05-25 24,.01
2022-05-26 01,.007
2022-05-26 02,.007
2022-05-26 03,.007
2022-05-26 04,.007
2022-05-26 05,.009
2022-05-26 06,.011
2022-05-26 07,.013
2022-05-26 08,.015
2022-05-26 09,.018
2022-05-26 10,.021
2022-05-26 11,.016
2022-05-26 12,.014
2022-05-26 13,.012
2022-05-26 14,.011
2022-05-26 15,.013
2022-05-26 16,.013
2022-05-26 17,.013
2022-05-26 18,.014
2022-05-26 19,.01
2022-05-26 20,.01
2022-05-26 21,.009
2022-05-26 22,.011
2022-05-26 23,.011
2022-05-26 24,.009
2022-05-27 01,.008
2022-05-27 02,.007
2022-05-27 03,.007
2022-05-27 04,.006
2022-05-27 05,.007
2022-05-27 06,.009
2022-05-27 07,.016
2022-05-27 08,.022
2022-05-27 09,.013
2022-05-27 10,.011
2022-05-27 11,.012
2022-05-27 12,.012
2022-05-27 13,.011
2022-05-27 14,.01
2022-05-27 15,.013
2022-05-27 16,.013
2022-05-27 17,.017
2022-05-27 18,.015
2022-05-27 19,.015
2022-05-27 20,.018
2022-05-27 21,.019
2022-05-27 22,.017
2022-05-27 23,.014
2022-05-27 24,.019
2022-05-28 01,.018
2022-05-28 02,.017
2022-05-28 03,.027
2022-05-28 04,.028
2022-05-28 05,.03
2022-05-28 06,.02
2022-05-28 07,.029
2022-05-28 08,.021
2022-05-28 09,.019
2022-05-28 10,.015
2022-05-28 11,.014
2022-05-28 12,.013
2022-05-28 13,.012
2022-05-28 14,.011
2022-05-28 15,.011
2022-05-28 16,.012
2022-05-28 17,.015
2022-05-28 18,.016
2022-05-28 19,.013
2022-05-28 20,.012
2022-05-28 21,.015
2022-05-28 22,.016
2022-05-28 23,.015
2022-05-28 24,.014
2022-05-29 01,.012
2022-05-29 02,.009
2022-05-29 03,.008
2022-05-29 04,.007
2022-05-29 05,.006
2022-05-29 06,.005
2022-05-29 07,.007
2022-05-29 08,.01
2022-05-29 09,.01
2022-05-29 10,.01
2022-05-29 11,.008
2022-05-29 12,.007
2022-05-29 13,.009
2022-05-29 14,.009
2022-05-29 15,.01
2022-05-29 16,.011
2022-05-29 17,.01
2022-05-29 18,.011
2022-05-29 19,.016
2022-05-29 20,.016
2022-05-29 21,.015
2022-05-29 22,.015
2022-05-29 23,.017
2022-05-29 24,.014
2022-05-30 01,.013
2022-05-30 02,.011
2022-05-30 03,.008
2022-05-30 04,.009
2022-05-30 05,.01
2022-05-30 06,.014
2022-05-30 07,.023
2022-05-30 08,.034
2022-05-30 09,.035
2022-05-30 10,.034
2022-05-30 11,.037
2022-05-30 12,.035
2022-05-30 13,.031
2022-05-30 14,.022
2022-05-30 15,.018
2022-05-30 16,.018
2022-05-30 17,.017
2022-05-30 18,.016
2022-05-30 19,.016
2022-05-30 20,.016
2022-05-30 21,.014
2022-05-30 22,.014
2022-05-30 23,.013
2022-05-30 24,.016
2022-05-31 01,.01
2022-05-31 02,.009
2022-05-31 03,.01
2022-05-31 04,.011
2022-05-31 05,.016
2022-05-31 06,.035
2022-05-31 07,.029
2022-05-31 08,.035
2022-05-31 09,.023
2022-05-31 10,.028
2022-05-31 11,.031
2022-05-31 12,.019
2022-05-31 13,.015
2022-05-31 14,.013
2022-05-31 15,.012
2022-05-31 16,.014
2022-05-31 17,.014
2022-05-31 18,.014
2022-05-31 19,.016
2022-05-31 20,.016
2022-05-31 21,.018
2022-05-31 22,.017
2022-05-31 23,.021
2022-05-31 24,.019
